LGA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
LGA30370,60,34,20,17,16,4,8,7,0,158,61,45,35,65,49,12,25,23,4,313,242,53,737,149,192,73,291,189,39,1969,19,4,16,11,15,16,25,24,3,142,35,0,8,17,13,7,18,21,4,130,3,5,0,7,0,0,3,3,0,26,35,3,5,24,13,8,27,35,21,170,652,697,859,356,376,141,417,338,83,3912
LGA30410,18,11,7,8,4,0,0,3,0,41,19,9,4,23,17,0,0,3,0,73,83,14,100,31,40,9,24,58,8,364,5,0,0,0,3,5,4,3,0,26,16,0,3,0,7,0,0,3,0,33,0,0,0,0,0,0,0,0,0,8,5,6,5,0,5,3,3,0,0,32,189,162,122,86,82,23,26,91,9,799
LGA30450,0,0,0,0,0,0,0,0,0,6,3,0,0,3,4,0,0,0,0,8,8,0,3,0,3,0,0,24,5,49,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,10,10,9,3,0,27,5,91
LGA30760,11,5,0,5,0,0,0,4,0,28,15,0,8,13,12,0,0,6,0,56,39,8,57,24,21,11,17,32,7,214,4,0,0,0,6,5,6,3,0,20,8,0,0,5,5,4,0,3,0,26,0,0,0,0,0,0,0,0,0,4,7,0,3,4,0,0,0,5,0,25,124,71,63,57,55,34,26,65,11,506
LGA30900,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,14,14,0,8,4,3,0,5,16,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,8,31,12,16,5,14,6,13,26,4,112
LGA31000,4049,5382,2556,2748,3422,1292,761,1041,258,21496,7858,8102,5559,10035,8994,3869,1935,2769,631,49758,10629,6024,29503,13070,12172,6220,5770,7430,1452,92268,589,440,666,1026,1290,1037,514,1042,65,6670,1214,1058,887,1462,2050,1086,572,894,123,9351,590,1200,376,431,506,306,207,356,115,4084,940,1508,709,984,961,553,462,799,1438,8351,77215,199163,51732,48975,59647,25391,14718,22179,7518,506541
LGA31750,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,12,7,0,14,0,11,0,7,20,4,72,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,11,19,7,15,0,5,29,4,111
LGA31820,176,260,71,201,119,56,23,50,15,976,329,329,180,774,434,143,80,158,29,2451,1130,376,3284,2078,1134,715,911,1269,186,11086,71,26,101,126,118,149,64,230,5,885,80,33,59,154,119,84,59,137,7,735,21,41,23,27,24,11,6,27,7,189,86,63,60,124,68,63,61,225,101,850,2732,5621,3973,4059,2450,1347,1279,2409,398,24262
LGA31900,36,49,15,36,21,4,5,5,0,178,75,45,23,100,44,14,18,41,12,365,337,69,796,267,187,91,284,230,29,2279,9,0,13,16,21,22,9,29,0,128,22,4,12,18,17,25,15,21,0,139,8,5,4,3,7,3,3,15,0,43,16,5,13,12,12,18,19,53,17,157,661,759,899,534,382,185,359,455,62,4313
LGA31950,0,0,4,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,8,13,14,11,0,3,0,0,10,0,49,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,12,27,25,11,6,8,0,6,19,0,107
LGA32080,495,752,340,546,398,206,110,134,32,3023,995,973,712,1870,1150,406,182,316,97,6700,2016,990,7024,3324,2339,1368,1360,1763,310,20494,123,79,162,247,195,232,93,251,7,1388,150,110,143,331,260,166,91,173,21,1443,54,94,48,92,51,31,21,54,8,453,137,182,153,222,140,139,88,177,212,1447,6542,15238,9349,8728,6125,3226,2212,3395,874,55689
LGA32250,6,4,0,0,0,0,0,0,0,19,11,9,7,7,9,0,0,6,0,47,40,16,64,29,22,4,19,46,6,241,4,3,0,5,5,0,0,6,0,22,0,0,0,5,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,8,4,4,32,84,89,73,57,53,15,25,87,12,499
LGA32260,75,93,40,61,44,19,13,37,3,382,119,89,55,195,125,28,35,75,5,730,479,109,1061,459,311,201,320,453,65,3454,20,3,20,28,22,47,15,69,0,237,27,17,16,37,22,21,22,46,5,210,11,8,7,4,7,0,4,18,0,60,40,23,22,38,26,26,26,156,49,408,1047,1312,1291,989,678,377,461,988,157,7295
LGA32270,86,38,23,37,43,10,22,20,7,303,166,90,83,137,128,46,72,54,14,787,473,132,1521,279,360,177,853,293,80,4169,39,13,45,30,48,55,48,68,0,347,48,14,33,27,31,21,38,42,0,250,11,10,6,7,4,4,7,7,0,54,36,18,23,10,24,17,62,66,37,290,1221,1478,1827,703,790,377,1141,671,161,8365
LGA32310,31,11,9,19,5,0,0,4,0,83,42,40,17,68,41,8,7,14,5,244,151,49,412,178,126,57,152,136,32,1294,10,5,16,13,13,17,8,21,4,100,15,5,4,8,5,6,12,9,6,64,8,0,0,3,0,0,4,0,0,18,11,9,7,15,7,8,22,26,4,114,370,626,484,349,228,109,208,230,63,2660
LGA32330,0,3,0,9,0,0,0,0,0,10,0,6,0,6,0,0,0,0,0,12,0,7,4,10,7,0,0,10,0,44,0,0,0,0,5,0,3,0,0,10,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,4,38,12,0,8,16,0,99
LGA32450,6,9,4,5,5,0,0,9,0,47,11,20,9,19,17,0,3,8,4,87,53,15,242,26,49,6,107,57,12,570,0,0,3,6,6,4,0,4,3,27,3,0,3,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,6,3,11,4,6,0,14,12,12,59,133,202,291,85,103,24,135,105,27,1108
LGA32500,10,9,10,12,3,0,3,5,0,55,29,25,9,25,14,7,5,11,0,125,80,43,114,54,71,29,47,52,8,501,3,4,3,6,8,0,4,15,0,45,11,5,0,0,8,7,0,10,0,34,0,0,0,0,0,0,0,0,0,0,13,10,0,0,3,0,5,11,6,49,207,288,143,158,134,44,62,126,23,1183
LGA32600,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,7,13,3,7,3,0,0,4,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,9,4,3,0,9,12,0,67
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,4,0,10,7,0,8,0,0,0,4,10,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,8,14,7,13,5,3,17,4,90
LGA32770,0,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,8,6,5,8,17,3,0,0,10,0,43,5,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,22,53,8,31,6,0,0,9,6,135
LGA32810,41,31,28,49,37,28,13,21,0,239,76,40,42,139,45,30,10,42,4,418,198,79,551,214,103,92,105,203,29,1574,15,3,5,12,12,17,3,34,3,113,20,14,12,13,13,25,8,27,0,139,0,3,3,6,3,3,0,4,3,32,17,13,14,29,19,17,7,30,20,166,553,654,726,655,343,268,155,454,79,3896
LGA33100,0,0,0,0,0,0,0,4,0,7,6,0,0,0,5,4,0,0,0,18,23,9,12,7,6,4,7,19,0,90,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,15,52,21,21,12,9,6,12,36,6,173
LGA33200,8,0,0,0,0,0,0,0,0,9,16,3,5,5,9,0,0,0,0,36,34,4,37,24,14,3,22,26,6,166,0,0,4,0,5,4,0,8,0,15,8,0,0,5,0,0,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,3,6,21,92,70,42,45,37,12,26,44,9,378
LGA33220,214,300,98,242,180,58,29,60,17,1204,370,360,220,950,505,174,74,139,44,2828,968,394,3350,2613,1204,758,822,1179,180,11467,38,23,78,123,127,167,66,176,10,814,71,47,68,197,141,79,52,115,12,775,15,29,18,30,18,12,11,22,4,157,61,68,70,127,65,90,68,130,106,787,2437,5751,4098,4884,2699,1485,1171,1943,426,24882
LGA33360,128,191,115,107,99,33,38,29,18,736,266,264,233,384,291,86,93,78,33,1720,743,377,4084,1044,881,409,1262,823,214,9828,44,33,80,92,84,124,81,119,8,667,48,31,55,77,72,51,59,78,9,486,10,34,23,19,4,7,21,26,0,150,33,37,52,56,46,49,80,81,68,499,1832,3841,4903,2159,1802,847,1721,1339,395,18843
LGA33430,2321,2610,1215,1877,1776,994,373,577,168,11911,4314,4085,3110,7136,4740,2824,893,1666,410,29174,7847,3425,23814,9501,7519,5147,4097,6439,1233,69027,369,234,380,627,655,724,239,648,54,3924,818,546,597,1147,1251,911,358,688,98,6417,285,420,232,260,274,177,86,192,51,1981,624,741,559,724,659,523,277,492,865,5451,29613,57287,33552,28827,24460,15632,7727,13395,3971,214474
LGA33610,48,29,6,29,17,8,5,7,0,146,89,27,23,58,48,14,16,22,5,296,188,24,336,137,128,61,122,135,19,1148,19,0,0,7,14,5,6,16,0,70,23,5,0,20,18,0,10,15,0,98,5,8,0,0,0,0,3,0,0,22,11,4,12,8,8,12,6,16,12,102,579,541,407,322,293,131,182,249,46,2743
LGA33620,131,113,43,122,97,37,16,33,7,597,224,168,122,384,237,85,41,98,19,1378,614,206,1984,1005,644,446,593,800,106,6393,43,24,45,61,74,83,38,106,6,492,54,18,37,80,72,64,34,66,12,444,18,15,11,17,15,5,3,19,0,100,61,30,46,49,47,49,43,90,57,483,1572,2364,2398,1972,1424,846,815,1310,245,12952
LGA33800,7,17,7,24,9,3,3,5,0,84,24,33,18,70,46,9,13,10,3,225,204,50,539,199,122,67,201,156,20,1555,6,3,14,11,8,17,8,14,5,76,5,5,6,20,14,8,0,7,0,71,5,9,0,3,0,0,4,7,0,27,15,9,5,12,6,3,15,23,7,99,359,505,600,373,241,122,251,237,46,2745
LGA33830,0,0,0,4,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,5,4,14,23,8,3,18,6,0,83,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,16,8,30,14,38,10,5,25,12,9,152
LGA33960,472,598,356,483,479,116,151,126,44,2828,1320,1207,913,2667,1746,622,434,494,142,9546,2246,1316,8896,4725,3408,1666,2645,2728,462,28092,144,90,217,282,367,348,231,449,30,2150,201,134,178,420,404,227,240,250,26,2080,44,101,40,63,63,37,55,56,9,469,148,165,156,227,187,137,193,227,314,1749,7353,15657,11685,11224,8877,3865,4412,4918,1270,69273
LGA33980,49,25,25,21,23,7,24,10,3,182,95,64,80,79,112,23,72,36,13,576,291,138,1310,178,263,89,822,249,80,3424,15,4,19,12,34,22,50,49,7,208,22,5,30,11,25,13,42,27,3,176,9,0,9,7,3,4,7,10,0,45,28,9,20,10,15,5,64,30,37,228,792,1016,1590,408,569,176,1150,494,155,6357
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,4,12,11,5,0,3,5,0,44,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,25,14,30,10,4,7,3,4,110
LGA34530,103,125,65,97,60,22,20,18,5,518,168,192,109,316,202,49,42,38,12,1132,513,214,2081,665,513,253,622,355,82,5298,21,17,36,51,47,41,26,57,0,297,48,27,37,67,51,37,41,33,5,336,9,14,16,9,10,4,8,7,0,81,41,30,37,52,37,30,48,52,34,352,1342,2768,2515,1503,1215,493,846,604,178,11479
LGA34570,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,9,4,0,8,4,3,0,0,0,0,20,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,23,14,13,6,0,9,4,0,75
LGA34580,87,97,39,94,58,21,19,44,11,471,219,144,117,316,217,57,53,141,15,1293,517,217,1603,734,493,298,500,616,77,5048,23,10,47,52,64,81,43,115,3,435,59,19,24,62,59,36,36,66,4,366,13,9,10,7,10,8,6,38,3,101,36,24,29,45,16,21,37,90,46,344,1375,1954,1972,1557,1158,592,732,1476,195,10998
LGA34590,638,809,528,695,715,227,241,242,56,4144,1690,1540,1333,3486,2508,926,711,791,204,13195,3492,1752,13692,5865,4868,2388,4123,4339,753,41276,177,107,291,325,489,416,361,514,28,2711,289,203,299,530,588,332,362,414,57,3069,75,133,102,101,110,55,95,75,30,791,187,193,262,356,340,201,295,370,490,2690,10107,19467,17812,14233,12708,5687,7089,7670,1941,96712
LGA34710,22,6,8,16,8,0,0,3,3,54,38,21,13,36,33,3,0,0,0,153,62,18,157,58,72,21,38,65,10,514,11,4,8,4,8,3,0,5,0,43,12,0,3,4,0,0,3,3,0,36,0,0,0,0,0,3,0,0,0,4,8,5,8,3,5,3,6,14,5,46,233,259,191,163,161,40,47,103,25,1228
LGA34770,243,362,177,218,228,61,76,54,23,1434,546,521,443,811,619,172,186,153,43,3497,1700,733,7841,1900,1858,847,2441,1285,422,19034,78,45,146,118,174,197,121,167,10,1068,100,79,112,191,162,114,148,93,10,1013,40,45,37,38,23,20,33,21,10,268,103,100,129,145,91,78,157,123,134,1050,3962,8236,9328,4213,3869,1699,3339,2088,720,37448
LGA34800,0,0,0,0,4,0,0,3,0,12,11,0,5,3,3,0,0,7,0,32,25,3,40,4,5,0,20,29,0,123,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,7,60,28,45,9,28,3,22,50,6,248
LGA34830,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,6,3,9,0,0,3,0,36,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,10,16,13,10,14,0,4,10,4,75
LGA34860,71,28,11,38,26,8,0,6,0,191,102,52,33,61,79,11,13,36,4,395,317,60,530,166,205,97,147,173,30,1727,24,8,9,12,26,18,7,29,0,132,42,9,7,5,18,17,16,25,5,149,5,7,6,4,6,4,0,7,0,39,25,5,14,16,9,9,11,25,19,134,806,767,648,390,466,196,213,340,69,3893
LGA34880,59,90,19,68,55,15,8,23,9,345,107,95,58,175,105,30,25,61,10,654,308,109,789,358,223,121,204,268,50,2430,15,3,13,19,17,20,11,21,6,127,23,9,10,34,24,12,15,25,0,149,8,10,3,7,3,0,3,14,3,60,31,23,23,22,10,20,18,64,22,239,799,1185,975,852,578,261,303,629,123,5704
LGA35010,1418,1731,801,1248,1182,371,260,312,95,7424,3069,2767,1903,5149,3859,1345,678,937,245,19964,5643,2792,19306,9172,7203,3720,4473,5655,915,58870,283,172,403,549,647,659,297,641,40,3694,481,382,422,886,925,484,369,543,57,4555,150,249,120,153,189,85,81,107,22,1150,311,389,326,478,428,323,241,431,547,3471,18578,36100,25130,22030,19377,8604,7129,9935,2432,149318
LGA35250,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,11,7,0,11,9,0,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,36,11,27,4,0,6,3,0,104
LGA35300,27,53,21,32,24,7,18,6,0,186,60,80,62,137,111,29,35,20,14,552,193,110,1318,219,281,87,441,132,51,2830,16,5,18,15,35,29,29,23,0,153,7,12,14,27,16,7,26,14,0,120,7,9,8,3,6,0,6,7,0,47,12,13,19,31,22,10,30,25,36,197,514,1469,1536,646,600,205,614,269,114,5977
LGA35600,19,14,0,13,8,0,0,4,0,60,28,14,6,30,16,7,0,8,0,114,82,13,123,61,42,19,24,59,10,428,3,0,4,6,6,5,0,6,0,33,10,7,4,10,5,3,4,4,0,35,6,6,0,0,0,0,0,4,0,10,3,7,3,3,5,5,5,12,0,55,200,257,141,159,103,37,37,107,18,1050
LGA35670,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,7,5,6,0,8,3,3,36,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,11,13,7,14,9,10,9,0,10,3,10,71
LGA35740,240,273,90,185,168,107,24,77,25,1179,354,317,232,476,297,146,41,107,25,1996,770,240,2088,775,508,397,320,559,98,5754,24,23,33,51,66,67,17,60,5,338,79,50,39,85,98,81,29,52,5,526,29,41,23,20,24,24,8,22,7,192,68,58,46,61,44,54,15,55,63,459,2853,4664,2806,2241,1709,1151,504,1124,330,17387
LGA35760,46,22,7,19,11,6,4,10,0,127,72,17,19,44,31,4,8,30,5,228,180,24,250,140,94,49,94,184,21,1029,21,4,4,20,18,15,13,12,0,103,18,3,4,11,9,5,0,13,0,71,0,0,3,4,0,0,4,9,5,21,35,5,10,15,5,7,11,42,19,151,516,327,304,287,193,94,138,369,50,2281
LGA35780,3,4,0,4,0,0,0,0,0,14,7,4,0,21,11,3,0,5,0,59,17,32,47,48,42,17,28,22,13,269,4,0,5,11,6,3,5,13,3,42,0,3,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,4,8,11,13,8,4,9,9,6,73,61,126,71,113,81,25,36,54,27,598
LGA35790,0,4,0,3,0,0,0,0,0,9,0,6,0,12,5,0,0,0,0,21,0,8,6,36,13,3,6,4,4,74,0,5,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,8,55,13,73,21,4,6,5,3,187
LGA35800,13,0,0,3,6,0,0,0,0,25,3,5,0,6,13,3,0,5,0,46,41,5,32,18,11,6,13,14,3,148,4,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,5,8,3,0,5,5,6,36,103,73,40,51,30,14,22,29,10,382
LGA36070,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,10,0,4,6,4,0,4,4,0,37,0,0,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,14,17,8,25,8,0,10,8,5,88
LGA36150,3,0,0,0,0,0,0,0,0,9,10,6,3,0,8,0,0,0,0,17,22,0,34,13,10,0,3,25,0,106,4,0,0,0,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,12,58,38,43,14,33,6,11,36,4,235
LGA36250,656,707,304,477,539,188,87,105,45,3113,1222,1130,702,1618,1454,501,213,305,84,7227,2304,968,7278,2563,2575,1293,1340,1739,307,20371,116,55,144,151,220,176,93,154,12,1125,191,120,153,272,355,182,137,155,21,1584,63,88,41,47,60,38,20,41,10,417,120,159,124,130,168,80,86,111,164,1136,7753,12926,9418,6680,7195,3050,2158,2935,820,52936
LGA36300,0,0,0,0,3,0,0,0,0,12,7,3,0,6,6,0,0,0,0,25,27,0,21,6,0,3,13,23,0,94,8,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,13,55,32,27,13,21,5,13,36,7,207
LGA36370,139,195,103,189,97,26,32,34,14,828,308,312,241,769,418,99,69,88,37,2351,756,415,3601,1689,1151,557,1064,893,178,10308,49,27,86,148,147,138,66,138,8,806,53,20,53,146,97,61,76,90,0,602,12,40,17,19,18,10,12,19,0,147,50,47,51,94,48,42,76,116,86,603,2123,5731,4468,3691,2532,1060,1491,1542,392,23030
LGA36510,171,165,85,138,97,25,20,32,6,732,251,194,160,359,252,92,43,105,22,1483,635,200,1758,697,496,278,444,546,104,5165,17,8,40,41,59,36,23,56,4,287,55,21,40,75,55,35,27,49,8,380,13,19,14,12,17,3,6,6,0,81,70,29,49,53,39,41,37,65,61,436,1843,2669,2308,1665,1280,604,641,986,243,12244
LGA36580,45,64,34,52,49,6,10,18,5,293,116,80,74,232,145,40,20,55,13,776,336,103,901,470,290,171,296,401,62,3016,18,4,30,19,29,34,21,49,3,204,34,8,25,47,32,26,13,49,5,236,3,3,18,11,7,4,6,20,0,68,21,8,45,32,17,21,34,43,37,252,808,1044,1200,992,676,340,406,751,151,6366
LGA36630,82,72,33,76,37,11,7,16,6,339,129,100,69,264,121,43,21,46,9,798,428,117,1018,553,332,187,317,413,56,3421,33,4,26,38,42,50,22,80,3,300,40,9,19,47,22,22,30,45,5,236,10,8,5,5,14,3,7,13,4,59,36,18,27,28,18,22,19,51,33,251,1054,1461,1236,1172,689,377,438,758,136,7327
LGA36660,91,77,30,76,50,24,14,36,7,408,161,93,80,230,148,62,39,85,12,914,520,140,1101,644,389,287,389,565,76,4110,43,9,26,51,37,51,35,87,5,336,37,16,22,66,47,30,27,49,4,298,9,10,3,9,3,0,5,15,0,63,58,31,32,44,16,24,27,82,39,348,1330,1811,1367,1322,863,516,562,1042,162,8978
LGA36720,1160,1612,634,1085,979,427,160,300,80,6445,2032,2021,1525,3466,2407,1077,332,712,161,13742,4491,1872,14329,5997,4362,2840,2507,3951,637,40992,221,108,235,365,402,452,134,398,27,2340,387,281,270,573,613,428,189,386,44,3181,121,227,94,122,108,61,35,87,18,876,269,346,301,387,289,253,135,278,372,2640,14896,31646,19034,15843,12729,7046,3946,7255,1775,114177
LGA36820,93,97,32,70,56,8,8,19,6,387,121,101,50,207,122,47,12,52,8,713,407,112,917,443,289,167,254,345,54,2987,18,10,17,31,39,30,11,49,3,198,35,16,21,41,19,21,12,27,0,192,6,8,7,3,4,0,3,3,0,48,41,18,26,34,22,32,25,48,40,289,1017,1539,1119,1041,683,350,343,624,130,6838
LGA36910,454,553,238,416,356,96,75,111,27,2317,920,817,661,1611,1141,348,198,281,71,6056,2107,787,6755,3405,2464,1311,1482,2097,290,20701,109,59,146,220,251,278,108,290,15,1472,180,73,122,281,262,160,102,169,18,1374,41,89,41,58,41,23,25,36,3,357,132,111,98,179,124,88,68,181,161,1145,6498,14704,8805,7898,6258,2797,2309,3853,764,53893
LGA36950,12,14,0,13,4,0,0,0,0,47,22,31,5,28,25,0,0,7,0,121,35,30,113,69,65,8,18,33,8,384,3,5,3,12,13,6,0,10,0,55,8,9,0,4,3,0,0,7,0,29,0,0,0,0,0,0,0,0,0,0,8,3,4,15,11,12,10,15,10,91,143,319,136,177,140,29,32,76,26,1072
LGA36960,7,11,0,3,0,0,0,0,0,23,23,12,0,10,13,0,0,5,0,59,42,69,41,72,51,24,6,45,5,354,6,4,7,13,7,5,0,15,0,60,3,8,0,3,0,4,0,9,0,26,0,0,0,0,0,0,0,0,0,0,6,14,4,17,9,10,0,4,7,64,108,171,54,128,88,39,17,71,15,692
LGA37010,402,564,294,544,361,93,90,118,23,2487,1044,903,649,2156,1240,356,221,291,108,6963,2224,1133,8370,4276,2862,1366,2066,1842,390,24536,112,66,161,319,267,280,131,254,14,1606,157,76,137,371,277,176,126,168,26,1513,44,90,45,57,48,27,20,29,6,372,114,165,140,241,135,111,116,171,214,1396,6924,17257,10627,9995,6913,2900,3030,3294,951,61881
LGA37300,7,10,6,5,3,0,4,0,5,44,20,21,19,35,18,11,19,10,0,157,48,38,405,60,81,11,166,27,22,858,0,0,3,6,7,3,13,4,0,33,4,5,3,8,6,0,6,8,3,34,0,0,0,3,0,0,0,0,0,4,3,6,9,8,0,3,15,12,14,64,132,331,462,142,136,37,232,72,46,1600
LGA37310,127,94,41,59,59,22,15,24,5,437,237,102,101,197,165,41,34,53,18,940,642,122,1464,473,438,235,417,461,73,4322,46,6,34,43,55,61,32,82,6,357,63,13,29,37,38,24,27,44,0,274,11,3,6,7,4,4,7,15,0,65,56,17,25,29,25,18,42,71,30,324,1618,1626,1794,992,999,439,611,949,138,9166
LGA37340,123,112,73,109,56,36,33,45,8,592,203,158,137,303,179,52,67,104,9,1217,572,228,1874,594,420,255,654,538,87,5232,41,30,34,67,44,70,35,67,7,394,47,30,26,63,54,24,40,53,8,354,12,14,13,21,9,9,6,18,4,105,46,35,42,52,26,37,39,89,42,413,1477,1887,2365,1597,1024,588,921,1193,182,11235
