LGA_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
LGA22110,1718,360,178,2256,932,599,80,35,1653,39,16,55,1703,347,184,2237,1090,678,85,39,1898,55,31,88,1981,410,218,2611,1225,775,89,33,2128,46,30,74,2201,576,224,3002,1156,857,186,54,2244,48,46,95,2336,950,242,3525,935,957,167,25,2078,51,52,102,2186,1744,298,4229,423,558,80,31,1086,14,31,46,1136,2934,272,4345,172,258,39,13,486,3,5,10,493,3507,316,4316,106,168,29,22,322,0,5,6,330,5326,735,6385,9828,7700,1191,468,19190,487,389,877,20066,18049,3314,41422
LGA22170,8368,1348,577,10290,4840,2228,288,118,7481,161,86,246,7726,1224,452,9403,5095,2141,233,86,7555,144,88,230,7785,1311,508,9601,4776,2007,289,70,7133,167,80,248,7385,1523,472,9381,3873,1929,291,69,6163,143,93,232,6394,1937,405,8736,2609,1822,301,48,4780,120,103,222,5001,2840,353,8194,922,927,149,29,2027,25,35,64,2086,4394,311,6797,199,404,53,14,666,4,9,16,679,5120,321,6124,64,189,25,10,293,0,4,4,295,8843,1121,10255,40819,22886,3823,1018,68545,1738,1579,3319,71872,35188,6386,113444
LGA22250,402,68,51,521,233,114,11,5,361,12,4,14,376,75,41,489,276,106,11,8,397,6,4,13,415,105,44,553,360,150,21,16,552,14,7,18,567,112,49,732,329,187,16,7,536,11,7,19,554,180,60,787,287,166,26,6,497,14,8,22,518,309,57,883,118,118,18,10,263,4,10,6,275,556,101,926,39,61,3,10,113,0,0,0,121,647,61,824,41,35,4,13,93,0,0,0,93,1236,149,1481,2595,1502,193,99,4391,102,58,163,4551,3715,744,9007
LGA22310,9880,1122,403,11407,6142,2398,250,93,8884,179,84,263,9140,1020,325,10491,6172,2211,202,92,8680,171,90,263,8939,1139,321,10395,5539,2388,208,66,8204,186,96,284,8490,1245,246,9989,4111,2065,232,61,6469,146,90,239,6706,1549,236,8494,2596,1855,226,38,4721,115,101,209,4933,2493,179,7607,1141,1312,138,25,2615,23,51,73,2694,3852,249,6791,423,783,69,27,1308,8,24,35,1340,4624,265,6234,134,400,33,12,581,5,11,13,589,9813,793,11196,48129,26876,3635,980,79628,1698,1822,3520,83148,35117,4573,122840
LGA22410,801,149,84,1034,465,250,22,19,754,13,14,28,780,161,74,1018,596,301,42,17,951,21,17,39,993,211,71,1278,617,311,56,17,1005,24,15,39,1037,262,88,1391,612,375,81,16,1085,16,25,42,1128,398,92,1621,452,324,64,9,853,13,22,36,886,724,100,1705,239,180,30,20,467,8,12,20,484,1063,118,1667,92,103,8,11,212,0,5,5,216,1091,87,1393,73,59,20,21,167,0,0,0,167,1767,207,2145,4892,3209,526,210,8834,212,194,408,9237,6648,1171,17065
LGA22490,1402,190,83,1676,860,459,55,20,1394,10,20,30,1423,184,70,1678,1007,431,49,23,1506,20,6,30,1532,211,103,1852,963,449,59,28,1504,18,17,38,1543,222,84,1845,714,401,75,20,1204,13,15,29,1236,349,88,1674,476,328,62,17,879,14,12,27,908,593,60,1566,195,189,41,6,438,5,5,4,443,920,76,1433,64,70,15,9,153,0,0,0,157,904,76,1137,36,43,8,5,90,0,0,0,86,1092,85,1264,7128,4242,735,231,12341,200,196,398,12733,5748,994,19477
LGA22620,6182,1025,410,7622,3475,1816,187,68,5552,103,58,166,5714,944,401,7055,3804,1659,183,71,5719,102,54,164,5881,998,417,7298,3551,1706,226,49,5528,102,67,166,5702,1284,390,7370,3086,1831,312,60,5283,92,71,162,5453,1733,427,7607,2052,1761,328,63,4212,79,86,166,4379,2930,387,7692,750,958,161,26,1900,25,32,55,1954,4803,365,7120,173,378,54,15,620,3,14,16,638,5473,308,6420,80,199,23,34,328,0,9,8,339,9331,924,10592,31519,20742,3191,848,56299,1216,1230,2442,58745,34370,5621,98733
LGA22670,9337,2512,777,12630,4708,2038,165,170,7072,270,151,427,7503,2281,636,10412,4273,1833,162,110,6383,270,138,406,6787,2180,512,9473,3791,1592,160,129,5677,229,141,372,6047,2457,486,8991,3183,1437,163,104,4883,210,123,333,5218,2833,469,8516,2195,1240,140,75,3649,165,127,283,3932,3759,435,8132,839,645,90,33,1597,30,43,72,1669,5072,366,7107,203,269,44,17,534,3,17,22,555,5348,357,6259,48,107,23,16,190,9,9,15,203,10403,887,11506,40162,23351,2396,1795,67704,2902,2456,5362,73065,49713,8023,130795
LGA22750,15070,2422,773,18266,8078,4217,508,172,12976,224,169,392,13371,2063,713,16146,8646,4155,459,154,13415,288,152,444,13858,2277,729,16864,7867,3815,504,160,12354,264,140,402,12754,2718,646,16120,6635,3962,595,128,11324,225,150,373,11695,3688,636,16020,4290,3670,555,121,8633,173,162,333,8962,6553,630,16140,1440,2138,330,65,3979,52,85,131,4117,10682,676,15470,353,875,105,31,1370,10,28,34,1402,12018,797,14215,145,398,45,51,642,5,19,26,671,20775,2116,23556,71968,48392,7308,1924,129587,2964,3023,5988,135579,76647,11065,223284
LGA22830,3138,729,323,4188,1822,876,105,56,2858,87,41,128,2986,693,309,3985,2026,872,86,57,3045,69,30,99,3142,732,308,4180,2122,896,135,45,3197,68,30,94,3290,781,279,4351,1835,925,153,51,2967,45,39,85,3054,951,311,4312,1325,799,140,33,2298,39,38,81,2378,1525,289,4189,565,511,72,20,1170,5,20,18,1193,2380,261,3830,163,274,34,11,482,0,5,8,496,2642,249,3384,79,139,22,12,254,3,3,6,262,5020,629,5908,17866,10170,1473,629,30136,789,651,1438,31576,19340,4268,55188
LGA22910,642,126,63,830,387,258,38,6,696,16,8,22,722,126,72,919,482,291,33,20,828,22,9,30,862,177,83,1113,546,329,56,19,950,17,16,37,985,241,88,1313,477,402,60,6,953,24,17,35,992,332,92,1411,368,366,65,12,802,16,11,27,831,580,109,1518,154,222,31,6,411,6,11,18,430,1026,112,1576,58,113,10,3,187,0,5,3,188,1013,102,1308,43,53,4,8,109,0,3,3,112,1405,260,1779,3612,2944,462,140,7159,162,138,300,7459,5637,1158,14251
LGA22980,187,60,23,268,133,52,8,5,187,3,3,4,192,49,25,265,138,58,9,3,207,4,0,5,213,57,19,285,165,87,15,4,263,7,3,14,277,81,19,375,193,87,6,3,292,3,0,8,303,110,17,426,162,98,10,10,279,13,4,17,294,172,23,491,62,40,9,5,106,3,0,0,113,272,32,415,22,25,4,3,49,0,0,0,51,287,27,369,22,39,3,4,67,0,0,0,67,637,117,818,1469,780,102,48,2402,56,34,93,2492,2008,350,4851
LGA23110,6142,899,377,7415,3886,1377,205,58,5520,126,65,196,5713,801,313,6832,3707,1269,166,42,5185,153,63,219,5404,819,259,6485,3401,1272,197,53,4919,145,83,224,5144,990,278,6415,2718,1145,176,53,4091,123,54,181,4273,1279,197,5754,1688,1077,184,28,2971,113,65,173,3151,1983,183,5313,521,522,84,14,1140,27,34,61,1198,2981,178,4351,115,228,23,9,376,0,8,8,384,3142,174,3699,27,97,15,12,158,3,4,8,167,6008,492,6666,28225,13783,2367,650,45021,1384,1062,2447,47468,23277,3643,74390
LGA23190,984,164,49,1192,537,291,18,14,853,13,8,19,877,139,58,1072,619,317,28,15,976,13,6,20,1001,140,57,1195,648,270,47,11,979,7,4,9,987,186,52,1230,621,341,48,22,1028,11,10,22,1053,248,58,1356,465,334,64,9,873,9,11,25,892,449,58,1399,176,190,29,9,399,0,8,6,404,738,49,1191,58,101,13,9,184,0,0,0,184,823,68,1077,36,81,10,15,140,0,3,3,145,1769,166,2084,5725,3465,495,175,9857,152,162,313,10177,5573,942,16691
LGA23270,15087,4330,1173,20584,7377,3178,348,259,11159,428,267,695,11856,3760,983,16597,6278,2868,275,201,9623,391,215,604,10222,3378,735,14335,5785,2709,357,168,9020,381,205,589,9607,4007,766,14379,5076,2407,351,139,7972,257,167,422,8398,4504,642,13536,2994,1750,292,78,5110,175,164,339,5446,5228,501,11177,1023,877,141,25,2073,28,51,79,2156,6413,383,8954,224,329,55,21,625,0,10,10,635,6321,347,7304,64,118,18,9,207,5,3,6,214,9371,779,10359,60797,34568,4974,2558,102892,4535,3841,8379,111268,67345,10530,189145
LGA23350,722,134,58,916,518,255,54,8,841,3,5,9,852,124,51,1031,654,279,46,19,1000,13,3,16,1016,100,76,1191,659,294,50,16,1029,11,7,19,1043,154,64,1261,579,340,66,17,1006,8,18,22,1026,250,79,1355,433,376,46,7,860,10,17,22,886,481,79,1438,168,212,42,12,440,0,5,9,443,787,59,1296,77,102,13,6,200,0,0,0,197,915,57,1177,66,66,7,8,147,0,0,0,147,1339,146,1631,4677,2974,546,168,8366,102,112,216,8584,4895,848,14324
LGA23430,9840,1236,396,11475,6420,2628,292,124,9457,186,93,273,9733,1208,343,11283,6635,2627,273,93,9633,189,81,273,9912,1255,350,11514,6267,2603,301,75,9247,209,106,317,9565,1483,293,11336,4819,2281,297,65,7454,164,99,265,7720,1996,276,9994,2989,2062,291,51,5397,125,93,219,5619,3321,270,9216,1184,1242,184,36,2644,52,60,106,2748,5052,279,8080,298,615,68,12,990,7,26,35,1021,5961,323,7307,89,268,41,22,430,4,15,21,448,12552,937,13936,49207,27020,3997,1056,81284,1806,1824,3625,84913,41128,4878,130919
LGA23670,9595,1422,377,11394,6107,2531,264,121,9014,169,115,283,9298,1268,317,10882,5960,2528,248,87,8817,167,75,242,9063,1338,293,10687,5735,2577,294,110,8716,164,118,278,8996,1603,266,10861,5150,2433,259,80,7928,198,101,293,8220,2125,270,10617,3426,2156,305,60,5946,109,112,217,6162,3536,214,9913,1251,1256,168,42,2712,30,54,85,2802,5564,251,8618,272,516,61,14,864,6,17,24,890,6261,231,7381,81,209,21,9,319,0,8,8,330,11167,940,12435,49186,27487,3778,1081,81521,1799,1978,3777,85303,42245,4445,131987
LGA23810,3519,760,396,4675,1907,977,125,50,3061,108,48,156,3215,671,298,4192,2052,969,115,54,3189,130,53,183,3370,751,283,4412,2017,1024,145,56,3240,121,56,180,3418,1115,366,4905,1905,1074,198,46,3230,131,59,187,3418,1521,374,5314,1204,988,199,38,2421,94,56,153,2577,2456,316,5346,422,496,99,33,1047,32,33,66,1112,3532,303,4941,125,235,31,21,410,4,6,8,416,3647,312,4376,46,106,14,13,181,0,6,8,188,6042,779,7007,17990,11627,1852,670,32139,1383,887,2274,34411,24381,4832,63627
LGA23940,238,53,38,330,170,83,8,5,268,6,0,8,278,49,43,364,193,83,7,15,294,10,6,13,303,84,49,438,218,101,26,11,355,20,0,22,381,108,61,550,213,121,19,11,364,16,13,25,390,156,60,609,216,143,25,8,394,15,11,20,419,267,89,781,125,92,6,8,229,0,0,0,230,380,71,679,51,56,7,8,120,0,0,0,123,435,69,620,46,33,3,10,92,0,0,0,90,691,173,958,1740,1071,159,113,3085,101,61,163,3246,2595,761,6602
LGA24130,2660,338,126,3123,1919,914,131,28,2996,30,26,63,3051,330,167,3555,2136,969,114,45,3270,45,33,83,3349,365,182,3893,2125,925,146,43,3231,40,34,80,3310,415,216,3947,1636,849,166,39,2684,57,35,91,2778,622,176,3574,1042,791,154,29,2020,46,45,84,2102,1155,177,3432,397,485,69,14,961,7,8,17,979,1913,151,3043,147,260,33,16,457,0,3,3,465,2270,166,2895,72,168,15,18,265,0,3,3,273,3280,343,3896,14437,8907,1498,431,25279,394,439,832,26107,12923,2200,41232
LGA24210,6635,1153,255,8040,4206,1865,188,69,6324,154,115,269,6588,1172,261,8021,4253,1922,168,64,6402,156,97,249,6658,1174,247,8077,4310,2083,207,70,6668,173,94,267,6932,1455,248,8636,3613,2067,241,70,5987,138,106,241,6230,1850,186,8265,2283,1718,226,51,4274,101,96,195,4469,3000,179,7652,994,1079,137,20,2238,37,50,86,2320,4139,202,6664,307,606,56,7,983,0,12,12,993,5204,193,6399,159,398,51,29,631,4,7,14,645,13237,835,14707,33627,21356,2757,787,58529,1483,1743,3223,61749,39371,3437,104556
LGA24250,461,43,49,551,253,181,19,15,459,5,3,8,467,56,49,575,279,145,24,14,456,11,0,11,470,59,55,584,303,168,29,12,510,9,0,11,517,84,39,647,296,167,43,13,522,8,5,12,531,171,57,754,245,239,39,9,534,9,7,15,553,311,78,941,108,161,30,3,304,3,5,9,315,483,72,873,39,75,4,0,128,0,0,0,128,588,54,768,13,38,3,10,65,0,0,0,65,855,72,1001,2404,1793,295,124,4610,52,43,92,4701,3057,667,8430
LGA24330,7220,917,441,8578,3772,1378,204,40,5396,153,84,238,5632,743,311,6686,3312,1164,142,38,4659,167,61,229,4885,774,273,5929,2558,944,135,41,3676,124,58,183,3861,912,226,4997,1819,842,130,33,2837,125,69,196,3028,1053,225,4305,1114,736,113,19,1984,83,83,167,2146,1580,187,3917,397,313,60,11,780,23,21,47,827,2009,169,3011,96,108,14,4,221,0,3,7,229,1882,138,2244,20,39,10,7,77,0,0,4,77,3541,404,4025,29250,14662,2437,709,47058,1551,1299,2854,49911,17968,4061,71946
LGA24410,7567,1064,271,8910,4292,1938,198,84,6511,124,81,204,6717,977,264,7959,4422,1881,167,59,6523,110,72,178,6706,961,219,7891,4044,1763,195,70,6069,99,62,156,6231,1029,218,7478,3415,1708,240,44,5404,83,73,155,5556,1360,179,7100,2140,1547,220,32,3939,90,70,167,4103,2228,187,6513,731,887,130,10,1754,32,29,68,1824,3630,154,5608,193,415,33,9,648,0,18,19,666,4288,201,5152,49,205,39,14,309,0,3,3,319,8263,881,9467,35296,20072,2892,712,58987,1160,1315,2482,61463,29136,3425,94018
LGA24600,11747,1601,1115,14462,4773,1509,240,65,6593,260,116,369,6962,1059,689,8706,3421,1027,136,35,4619,190,79,263,4883,935,492,6306,2786,894,128,40,3843,141,82,218,4059,939,428,5432,2122,891,153,32,3195,134,79,217,3414,1142,379,4930,1384,752,117,22,2276,98,71,167,2443,1543,325,4309,619,551,59,17,1255,30,36,65,1317,1935,277,3535,253,382,33,9,676,8,15,22,703,2112,240,3059,96,215,16,14,345,9,6,13,355,3559,413,4328,53033,31134,4857,1327,90347,3548,3922,7472,97817,31266,10436,139515
LGA24650,12563,2942,862,16366,7154,2885,328,197,10563,328,191,522,11084,2371,715,14168,6461,2436,279,140,9322,291,152,444,9765,2038,600,12398,4952,1935,281,120,7289,243,98,340,7626,2002,464,10093,3460,1467,239,94,5253,174,97,278,5531,2249,375,8158,2021,1192,188,50,3446,135,108,236,3683,2942,324,6951,725,550,84,27,1383,30,32,65,1446,4263,307,6016,137,210,28,6,378,0,5,9,388,4118,227,4733,22,74,10,10,116,0,3,5,123,4875,476,5477,50082,25517,4026,1813,81442,3006,2634,5642,87089,41088,7198,135368
LGA24780,2606,536,299,3432,1559,689,74,54,2383,59,38,101,2484,496,306,3285,1691,681,86,58,2514,62,37,97,2610,539,261,3412,1735,729,88,77,2629,60,43,102,2735,645,288,3665,1512,712,103,52,2370,67,37,99,2473,855,260,3590,1179,756,126,56,2117,45,50,100,2214,1289,281,3787,475,377,52,19,931,5,17,28,957,1968,241,3167,139,189,21,13,363,0,8,6,369,2340,259,2967,66,56,16,18,165,0,0,5,166,4342,524,5029,14908,8280,1208,705,25101,750,625,1375,26476,16082,3861,46427
LGA24850,2837,500,216,3556,1544,637,82,40,2311,47,44,89,2404,409,178,2987,1621,680,67,32,2405,59,38,96,2503,446,173,3118,1637,668,100,46,2454,56,33,89,2541,500,202,3248,1359,588,129,34,2106,46,33,73,2187,697,184,3059,853,568,106,14,1542,35,28,65,1611,1078,178,2863,322,325,57,22,724,12,8,16,745,1532,144,2427,108,149,15,9,277,6,0,5,286,1671,107,2061,47,68,5,9,128,0,0,0,132,2529,255,2914,14371,7368,1263,495,23504,591,509,1100,24604,12090,2436,39135
LGA24900,1196,209,118,1521,713,359,37,21,1135,28,28,51,1186,211,121,1519,846,376,50,18,1290,34,16,53,1340,246,112,1705,920,431,65,29,1441,26,10,35,1480,339,142,1963,823,499,87,21,1431,33,18,52,1491,497,127,2110,657,454,94,36,1243,26,13,42,1283,869,144,2290,276,257,61,26,620,3,3,6,628,1550,144,2322,93,149,18,12,266,0,4,6,270,1819,176,2259,53,73,10,27,164,0,0,0,164,3226,402,3783,7329,4491,712,341,12870,271,201,468,13337,10197,1932,25470
LGA24970,11237,1709,558,13500,6821,2662,270,133,9884,235,152,384,10269,1662,459,12388,6470,2655,236,99,9465,196,140,339,9800,1759,416,11972,6020,2536,277,115,8946,220,146,366,9311,2067,390,11763,4876,2246,223,81,7417,172,113,284,7699,2489,340,10532,2978,1886,243,59,5168,141,135,278,5444,3676,278,9399,1139,1198,138,32,2503,37,57,95,2596,5601,274,8471,332,586,67,18,1005,7,14,25,1027,6485,289,7804,145,335,47,34,559,0,7,3,562,16500,1412,18472,53990,32567,4039,1481,92075,2579,3095,5669,97749,55769,7296,160818
LGA25060,7805,931,395,9129,4866,1805,231,98,7000,157,67,223,7228,880,302,8407,4796,1864,199,70,6936,160,61,225,7160,990,303,8453,4727,1761,216,74,6777,174,78,251,7027,1107,299,8433,3602,1591,206,47,5449,149,69,224,5666,1423,270,7364,2223,1404,223,44,3891,102,96,196,4086,2423,222,6734,805,861,141,29,1843,22,40,57,1906,3676,188,5769,226,396,50,8,688,6,13,21,703,4205,187,5103,71,162,31,9,278,0,5,6,281,9301,612,10192,39561,20465,3325,860,64208,1604,1468,3072,67277,30852,4153,102281
LGA25150,2160,319,127,2612,1373,512,78,48,2012,38,30,62,2078,316,117,2515,1374,514,63,31,1989,35,18,46,2035,306,123,2466,1386,531,70,43,2031,33,17,46,2084,398,121,2603,1118,522,88,19,1748,25,18,41,1785,493,136,2410,707,474,76,24,1278,29,12,46,1326,806,93,2227,246,270,31,15,567,3,7,9,574,1335,110,2020,89,122,19,15,236,0,5,5,237,1531,104,1876,39,69,7,10,129,0,0,3,133,2151,200,2488,11176,5831,1009,411,18429,391,326,712,19143,9345,1560,30044
LGA25250,13702,1801,696,16197,6682,2843,364,103,9994,246,120,366,10361,1583,479,12421,5706,2394,272,86,8463,252,108,357,8818,1516,402,10739,5028,2146,269,74,7519,230,120,347,7868,1759,393,10020,3848,1771,237,50,5902,167,89,253,6156,2093,316,8566,2141,1437,245,41,3867,120,73,195,4062,2900,275,7241,719,728,109,25,1586,35,31,73,1654,3815,246,5714,183,269,35,10,500,5,12,21,515,4105,256,4877,57,128,13,18,213,0,4,0,221,11032,1014,12263,56039,30898,4802,1315,93061,2667,2268,4932,97987,40089,6767,144853
LGA25340,7100,1140,468,8709,4509,2395,311,94,7309,96,68,160,7471,1155,500,9128,5453,2766,371,149,8743,149,82,228,8966,1316,578,10866,5595,2918,490,141,9137,139,88,229,9363,1760,627,11746,4727,2858,497,113,8196,134,84,216,8411,2347,579,11335,3228,2904,483,88,6693,111,120,237,6935,4395,537,11865,1349,1936,280,51,3616,44,41,87,3704,7641,621,11965,439,1078,126,38,1680,3,23,30,1712,9727,714,12153,187,567,95,47,893,7,0,8,898,18777,2180,21857,40506,28913,5023,1324,75773,1274,1332,2605,78380,54668,8392,141435
LGA25430,813,223,57,1090,459,375,39,10,877,13,6,18,897,208,63,1165,579,390,38,17,1021,11,12,27,1049,225,86,1357,576,424,54,26,1073,15,13,30,1104,262,77,1450,530,471,56,15,1073,15,20,35,1108,383,77,1570,421,457,84,11,965,9,25,38,1004,643,80,1728,158,308,43,8,518,3,17,19,537,1167,92,1794,54,134,11,0,202,0,4,10,205,1231,121,1559,34,51,3,7,97,0,3,3,101,1901,402,2405,4057,3848,505,158,8570,145,187,335,8904,7229,1270,17402
LGA25490,767,98,48,915,482,247,28,19,787,9,4,13,798,110,60,960,545,281,42,18,885,12,8,20,907,105,65,1082,601,261,49,30,941,12,15,28,971,152,75,1195,589,314,61,23,983,15,6,26,1012,233,72,1319,394,329,58,19,802,9,12,26,822,392,77,1287,246,210,29,14,505,0,3,9,506,723,74,1306,114,99,21,23,255,0,4,4,254,737,77,1072,75,72,14,27,181,0,0,0,181,1118,150,1444,4808,2964,509,260,8539,95,104,204,8740,4373,960,14077
LGA25620,594,106,61,762,389,187,29,14,621,9,6,19,633,111,69,813,450,238,44,12,748,7,9,21,766,132,108,1004,499,263,48,17,827,16,12,24,856,182,105,1143,458,292,60,15,822,21,13,34,851,274,117,1241,369,313,60,12,757,11,13,29,786,518,103,1406,137,215,21,10,384,11,12,18,403,766,116,1285,66,106,11,3,189,0,0,0,188,851,82,1123,56,76,12,8,150,0,0,0,150,1254,145,1552,3685,2459,487,160,6789,146,110,251,7044,4821,1132,12993
LGA25710,3135,403,111,3650,2235,1047,106,27,3414,44,27,72,3490,407,113,4007,2865,1197,112,44,4219,43,46,86,4306,415,120,4850,2859,1253,139,44,4291,64,31,98,4392,516,117,5023,2374,1246,157,28,3804,56,41,94,3900,702,117,4714,1566,1152,216,24,2962,46,32,80,3042,1412,124,4572,558,669,95,17,1336,12,14,22,1364,2249,114,3725,166,301,34,20,520,0,6,6,526,2287,111,2919,66,174,25,7,277,0,3,8,284,3266,238,3786,19368,12141,1891,374,33770,524,695,1221,34994,14767,1460,51226
LGA25810,428,95,51,583,259,132,12,4,412,8,5,6,421,87,30,537,302,150,18,9,479,13,6,21,498,103,49,648,360,184,22,9,575,9,8,19,590,157,64,814,342,188,36,0,574,18,12,26,594,241,79,915,255,216,39,0,512,5,7,15,536,366,80,977,120,125,20,5,276,3,6,4,284,594,69,946,42,74,7,0,125,0,0,0,131,648,88,859,42,50,7,8,99,0,0,0,102,1059,244,1409,2913,1837,313,102,5170,117,84,199,5372,3831,954,10147
LGA25900,8741,847,677,10265,4803,1363,241,60,6470,199,58,258,6723,768,521,8017,4395,1346,189,43,5974,176,71,247,6223,846,494,7562,3850,1298,170,40,5362,189,70,259,5622,1043,450,7116,2950,1221,154,19,4347,158,81,242,4584,1219,409,6211,1817,1143,137,28,3123,99,71,161,3285,1781,327,5389,718,737,106,15,1569,34,45,84,1657,2358,272,4289,262,470,41,11,784,11,25,36,814,2719,232,3772,118,246,27,16,406,3,10,14,419,4560,760,5738,40428,16998,2902,684,61013,1643,1202,2840,63854,20189,6268,90312
LGA25990,252,87,43,380,155,92,12,0,258,5,6,9,270,85,42,399,207,105,16,10,334,8,3,9,345,119,40,504,251,120,11,7,386,9,0,12,402,171,49,617,195,124,15,12,346,9,9,17,358,172,45,575,176,132,21,9,340,8,5,12,349,269,34,655,80,72,25,5,182,0,0,3,184,439,59,681,38,51,9,5,99,0,0,0,103,468,50,617,18,36,3,7,67,0,0,0,67,649,80,792,1681,1074,184,94,3032,67,50,119,3154,2844,546,6546
LGA26080,91,19,8,110,56,35,8,0,97,0,3,5,96,6,5,115,70,40,5,0,118,0,0,3,119,20,11,142,76,44,8,4,135,0,4,3,135,23,11,172,94,80,10,0,187,0,0,5,189,52,14,255,75,70,15,0,164,0,5,5,166,127,30,324,35,92,13,3,144,0,0,4,149,238,36,426,10,44,8,3,64,0,0,0,68,296,16,377,13,27,7,0,42,0,0,0,42,572,67,683,581,562,107,27,1287,18,21,41,1327,1430,211,2965
LGA26170,1250,214,111,1569,738,384,61,31,1205,21,11,36,1241,193,121,1552,908,492,52,30,1477,22,14,39,1519,212,97,1834,960,556,81,34,1630,21,20,43,1669,299,114,2084,832,583,103,28,1545,29,21,53,1599,557,139,2291,619,636,90,31,1371,27,31,63,1434,959,155,2546,320,420,64,23,828,3,3,12,832,1549,140,2518,144,213,17,15,398,0,3,4,397,1748,156,2299,69,126,17,26,228,0,0,0,228,2758,324,3313,7127,5304,820,352,13607,226,218,448,14053,9705,1685,25444
LGA26260,668,124,58,852,411,235,23,12,674,11,7,18,698,118,34,847,530,210,24,7,775,7,3,13,787,129,58,969,485,259,36,12,797,6,10,12,810,170,52,1036,499,295,46,18,851,13,9,17,869,237,69,1169,423,303,49,11,784,16,12,25,808,362,57,1230,234,228,26,5,496,4,0,3,498,689,64,1251,93,104,15,10,219,0,0,0,220,802,69,1089,51,67,9,19,150,0,0,0,149,1622,171,1938,4418,2732,421,153,7720,132,100,233,7958,4998,812,13766
