LGA_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
LGA37310,26,33,71,132,138,39,3,3,5,50,527,14,6,17,38,34,119,125,41,8,0,8,64,479,3,6,23,10,16,46,53,16,0,0,0,17,191,15,0,20,14,16,31,71,17,5,0,4,20,207,0,0,10,12,9,28,61,29,10,5,8,49,236,0,3,7,25,22,62,54,29,4,0,0,29,245,0,0,13,13,8,9,4,0,0,0,5,18,81,103,63,356,501,536,993,860,227,33,7,34,377,4088
LGA37340,16,21,34,57,138,153,59,19,20,38,577,11,0,11,22,23,57,136,156,72,20,23,52,578,3,0,3,9,8,16,49,76,38,21,13,4,256,9,4,10,0,10,16,52,77,46,14,24,19,285,10,0,9,12,13,8,30,57,49,22,40,26,274,4,3,9,14,11,21,60,87,57,14,13,16,311,0,0,11,15,10,11,12,10,4,0,0,31,108,85,60,266,427,309,607,972,980,463,147,188,295,4796
LGA37400,0,6,4,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,3,14,3,0,0,0,4,4,0,0,0,0,0,7,21,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,14,13,30,26,22,20,7,0,0,0,8,32,170
LGA37550,8,0,0,0,0,0,0,0,0,0,16,3,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,6,0,0,0,0,0,0,0,0,5,0,0,9,9,0,0,0,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,9,43,40,108,51,4,7,0,0,0,0,0,8,271
LGA37570,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,16,5,0,0,0,0,0,0,0,0,73
LGA37600,12,41,0,0,0,0,0,0,0,0,66,0,0,10,16,0,0,0,0,0,0,0,0,31,5,0,0,14,0,0,0,0,0,0,0,0,23,6,0,3,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,21,5,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,104,189,5,3,0,0,0,0,0,3,384
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,8,10,12,31,146,364,177,49,53,16,852,0,0,8,10,0,20,95,301,228,60,27,11,763,0,0,0,9,8,3,28,118,102,44,12,5,329,0,0,0,3,6,0,28,156,156,76,56,8,487,0,0,5,3,0,0,12,91,131,75,117,14,449,0,3,0,9,6,9,25,54,54,25,25,15,218,0,5,3,7,0,0,3,9,19,4,7,17,78,35,54,269,371,202,305,879,2210,1427,520,394,164,6836
LGA40120,3,4,11,11,53,78,33,0,3,9,220,0,0,0,8,3,9,35,75,36,14,9,8,190,0,0,0,6,0,8,9,36,18,10,0,3,102,0,0,0,3,4,5,10,24,26,13,15,4,101,0,0,0,0,0,0,5,16,19,19,23,8,99,0,0,0,0,0,8,27,30,11,8,9,4,108,0,0,0,0,5,3,6,0,0,0,0,5,17,14,13,38,94,81,131,359,430,203,89,69,63,1585
LGA40150,4,4,7,7,4,18,3,4,0,4,57,0,0,0,0,4,4,12,6,5,0,0,0,36,0,0,0,0,0,3,4,3,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,3,13,0,0,0,0,0,0,3,5,3,0,0,6,15,0,6,0,3,0,3,0,11,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,21,28,23,67,83,71,28,3,4,26,369
LGA40220,3,16,9,23,85,62,11,0,4,5,221,0,0,5,8,3,17,48,48,8,4,4,3,145,5,0,3,0,4,0,18,28,3,0,0,8,72,0,0,0,0,0,3,11,16,4,0,5,4,46,0,0,0,4,3,4,6,12,5,8,4,3,50,0,0,3,0,3,10,44,36,5,0,0,6,110,0,0,3,3,4,10,0,3,0,0,0,4,30,23,14,98,219,147,419,684,385,47,12,26,85,2155
LGA40250,8,4,0,0,0,0,0,0,0,17,53,6,7,3,0,0,0,0,0,0,0,0,10,23,5,3,4,0,0,0,0,0,0,0,0,9,21,3,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,3,3,8,22,15,0,0,0,0,0,0,0,0,4,52,3,8,4,0,0,0,0,0,0,0,0,11,31,87,153,69,6,0,0,3,0,0,0,0,85,414
LGA40310,7,8,8,23,76,54,5,0,0,9,187,3,0,3,4,9,30,61,51,4,0,4,5,177,0,0,0,5,0,7,30,38,8,4,0,3,89,0,0,0,0,5,0,18,35,6,0,0,0,71,0,0,0,0,3,3,11,22,3,0,0,0,53,0,0,5,0,5,11,32,30,0,0,0,3,82,0,0,4,6,0,0,0,0,0,0,0,10,27,10,18,100,127,129,296,545,347,42,12,12,64,1703
LGA40430,5,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,4,10,7,6,23,37,25,35,30,4,5,0,0,27,203
LGA40520,12,27,13,46,14,10,0,0,3,7,129,0,0,6,14,8,24,19,9,0,0,6,4,92,0,0,0,3,5,5,10,12,0,0,0,0,38,0,0,4,4,8,6,16,11,0,0,0,3,53,0,0,3,3,4,5,4,3,0,0,0,4,21,0,0,0,7,7,11,8,0,0,0,0,3,43,0,0,11,0,0,5,0,0,0,0,0,13,34,23,33,189,243,217,291,145,57,10,0,8,87,1303
LGA40700,9,15,9,27,146,163,77,26,14,8,480,0,0,3,3,3,19,121,161,91,40,25,5,470,0,0,0,4,4,8,36,79,59,36,25,6,257,0,0,3,6,6,3,38,51,75,49,58,9,297,0,0,0,4,5,3,19,35,76,75,142,9,369,3,0,8,12,6,5,23,29,38,20,34,9,181,0,0,0,0,6,0,9,3,6,0,0,9,33,29,26,146,131,100,292,954,915,549,289,345,102,3860
LGA40910,9,5,13,70,189,256,122,14,4,3,687,0,0,4,12,9,50,158,309,144,22,5,18,732,0,0,3,10,3,19,67,150,85,25,5,7,369,0,0,0,9,3,13,54,159,107,33,15,9,397,0,0,4,4,3,8,25,67,90,43,22,7,256,0,0,10,8,8,17,38,78,56,13,9,24,262,3,0,17,5,6,0,4,7,0,0,0,30,66,29,43,398,313,175,564,1266,1675,814,182,80,191,5727
LGA41010,3,3,5,11,10,4,0,0,0,6,47,0,6,0,10,3,6,14,9,4,0,0,3,52,0,0,5,0,0,4,11,0,0,0,0,4,23,0,0,9,3,4,4,3,4,0,0,0,4,39,0,3,3,3,0,0,3,0,0,0,0,6,24,0,3,4,6,0,4,9,5,0,0,0,3,38,0,11,0,3,0,0,0,0,0,0,0,13,32,32,49,72,74,51,87,87,21,4,7,6,65,542
LGA41060,29,35,42,190,513,725,235,51,29,34,1886,0,0,12,29,28,119,368,803,288,65,26,33,1769,0,0,10,10,19,46,135,420,192,38,28,13,913,0,0,6,11,11,27,105,382,255,84,62,13,960,0,0,7,11,12,14,44,168,178,103,144,9,695,3,10,23,32,21,56,105,233,137,36,46,52,735,4,10,56,35,17,22,20,19,4,3,0,84,280,133,264,1431,1117,650,1641,3182,4350,1640,449,378,515,15745
LGA41140,5,6,8,25,30,7,0,0,3,9,95,0,0,0,4,4,22,35,14,0,0,0,6,85,0,0,4,0,6,4,9,3,0,0,0,3,41,0,0,0,4,5,4,3,6,0,0,0,5,31,0,0,0,3,0,0,3,0,0,0,4,0,16,0,0,0,4,6,10,8,3,0,0,0,3,40,0,0,4,0,4,0,0,0,0,0,0,3,17,16,5,82,97,109,161,184,62,4,0,13,56,797
LGA41190,3,5,7,0,0,0,0,0,0,0,13,0,0,0,6,0,3,5,0,0,0,0,5,9,0,0,0,0,0,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,30,36,14,10,5,4,0,0,0,16,129
LGA41330,7,6,3,4,4,0,0,0,0,3,37,0,4,4,7,4,5,0,0,0,0,0,4,39,0,0,5,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,4,7,0,0,3,3,4,3,0,0,0,0,0,0,16,0,0,0,4,6,0,0,0,0,0,0,4,10,14,18,37,77,34,33,3,4,0,0,5,32,261
LGA41560,7,6,15,36,54,8,5,4,0,4,137,0,0,9,11,4,18,48,12,0,0,6,13,121,0,0,3,0,0,8,18,8,0,0,0,3,41,0,0,0,8,0,4,14,12,0,0,3,0,51,0,0,0,3,3,7,11,0,0,0,3,6,33,0,0,4,9,6,14,18,5,0,0,0,5,62,0,0,6,8,0,14,4,0,0,0,0,14,50,19,20,152,211,160,413,378,80,17,8,23,76,1557
LGA41750,3,0,0,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,22,15,4,5,5,0,0,0,8,9,76
LGA41830,0,9,4,3,0,0,0,0,0,5,25,0,0,3,6,0,6,0,0,0,0,0,0,11,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,33,41,20,27,4,10,0,0,10,23,179
LGA41960,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,14,24,15,26,8,4,0,0,5,20,127
LGA42030,3,3,10,60,131,74,9,0,0,8,302,0,0,4,0,10,32,90,54,15,0,0,3,220,0,0,0,0,0,18,35,42,10,0,0,0,107,0,0,0,0,4,12,31,31,10,3,3,0,85,0,0,0,3,0,9,10,22,7,4,4,0,61,0,0,3,4,0,29,43,42,6,0,0,10,147,6,0,16,4,0,12,6,6,0,0,0,11,58,18,39,245,137,158,583,919,463,79,23,13,98,2775
LGA42110,4,0,6,7,3,3,0,0,0,8,30,5,0,6,5,0,0,8,0,0,0,0,9,32,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,3,8,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,3,14,8,53,76,50,56,25,10,6,0,3,29,325
LGA42250,7,0,8,3,12,4,0,0,0,3,35,0,0,0,7,11,8,3,3,0,0,0,0,40,0,0,0,0,4,3,0,0,0,0,0,0,19,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,3,0,0,4,4,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,45,52,48,57,37,16,4,0,4,24,312
LGA42600,6,13,9,72,188,195,86,27,16,12,615,0,0,0,9,5,36,129,181,98,41,22,6,527,0,0,9,3,4,12,40,85,56,20,17,3,245,0,0,4,8,0,6,50,94,98,55,41,12,362,0,0,0,0,0,4,15,48,67,53,98,4,294,0,0,4,3,0,7,30,59,40,25,23,7,209,0,0,8,3,3,7,14,5,0,0,9,28,72,10,23,206,234,141,559,1209,1160,574,253,258,146,4775
LGA42750,3,17,13,12,18,3,3,0,3,4,68,0,0,0,3,7,14,6,0,0,0,0,3,40,0,0,0,0,5,9,0,4,0,0,0,0,20,0,0,3,5,3,6,0,5,0,0,10,4,30,0,0,3,0,0,0,6,0,0,0,6,10,23,0,0,0,0,6,4,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,18,10,49,97,78,85,64,19,5,0,24,50,493
LGA43080,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,20,4,9,0,0,0,0,0,3,56
LGA43220,0,4,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,31,4,0,5,0,0,0,0,14,78
LGA43360,4,5,7,4,0,0,0,0,0,4,27,0,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,4,3,24,51,32,51,20,4,0,0,0,20,203
LGA43650,0,8,4,22,27,21,7,0,0,3,87,0,0,6,0,0,15,27,22,9,0,0,6,85,0,0,3,0,4,11,14,13,4,0,0,0,54,0,0,0,0,4,0,15,11,9,0,0,5,42,0,0,0,0,0,4,0,11,3,0,0,0,16,0,0,0,3,5,6,4,9,8,0,0,0,36,0,0,0,3,0,0,0,0,0,0,0,0,10,9,8,52,59,57,130,154,125,50,13,0,25,688
LGA43710,4,11,3,3,12,3,0,0,0,5,41,0,5,3,6,3,4,6,8,0,0,0,0,35,0,0,0,4,0,0,8,3,0,0,0,0,18,0,0,0,5,0,0,3,5,4,0,3,0,23,0,0,5,0,0,0,0,0,0,0,0,3,14,0,0,4,0,3,3,3,3,3,0,0,0,16,0,0,0,0,0,3,4,0,0,0,0,0,16,8,14,36,57,31,48,54,36,4,0,15,32,337
LGA43790,11,19,6,37,25,3,0,0,0,5,111,0,0,7,12,10,21,22,9,0,0,0,5,86,0,0,0,9,5,10,5,5,0,0,0,0,35,0,0,4,0,0,4,3,6,0,0,3,3,38,0,0,9,5,3,0,3,8,0,0,0,0,19,0,0,0,4,3,10,7,3,0,0,0,5,35,0,0,4,11,4,6,0,3,0,0,0,6,34,30,27,138,236,165,225,146,50,8,0,15,62,1112
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,19
LGA44060,24,26,30,78,293,579,179,27,19,31,1298,3,3,17,25,23,68,227,562,230,33,8,14,1211,0,0,8,6,4,22,107,302,175,23,14,8,670,0,0,18,19,12,22,82,324,213,42,18,8,748,3,0,10,16,0,11,19,119,148,52,30,5,426,0,3,24,25,12,31,79,197,115,17,11,34,543,0,0,53,36,6,9,10,16,3,4,0,65,203,104,166,1198,1058,451,885,2006,3376,1356,250,109,429,11387
LGA44210,3,9,11,11,3,0,0,0,0,9,51,0,0,5,0,6,12,14,4,0,0,3,0,40,0,0,0,4,0,3,7,0,0,0,0,5,14,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,3,3,0,0,6,0,12,4,0,0,5,0,11,3,4,0,0,0,4,34,0,0,4,7,4,4,0,0,0,0,0,3,20,18,16,84,136,103,133,85,25,7,0,16,43,659
LGA44340,13,13,7,75,179,167,80,18,17,15,586,0,0,5,7,8,48,142,181,87,25,18,3,523,0,0,5,3,5,18,40,88,61,37,20,11,295,0,0,0,7,4,8,37,89,69,45,30,0,294,0,0,3,0,4,0,13,39,63,52,80,9,265,0,0,5,8,0,17,37,70,30,17,12,10,213,0,4,6,6,6,6,3,4,0,0,0,19,54,26,29,223,241,150,532,1063,1097,524,221,207,140,4457
LGA44550,6,12,4,24,98,213,24,4,9,9,415,0,0,4,6,3,14,76,216,49,9,0,0,376,0,0,3,3,0,9,24,109,30,10,3,0,196,0,0,0,0,0,0,23,88,36,6,4,0,168,0,0,3,0,4,9,9,41,17,5,3,6,98,0,0,0,0,0,14,37,114,23,5,0,8,208,0,0,10,4,0,3,5,5,0,0,0,18,46,20,22,183,139,102,220,764,1244,254,50,30,96,3118
LGA44620,20,59,40,115,111,23,0,0,4,10,391,4,0,7,39,28,68,85,44,12,0,0,6,289,0,0,8,5,8,25,42,28,6,0,0,0,119,0,0,0,11,7,13,25,26,7,0,3,0,100,0,0,4,7,4,9,21,28,8,5,5,7,89,0,0,11,11,8,38,32,22,6,0,0,3,130,3,5,18,14,7,3,0,3,0,0,0,26,74,36,81,469,755,432,730,611,227,44,9,18,140,3540
LGA44830,0,11,6,0,0,0,0,0,4,0,19,0,0,3,5,4,0,0,0,0,0,0,0,16,0,0,0,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,7,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,3,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,27,45,29,21,11,0,0,9,6,20,173
LGA45040,5,16,29,109,75,11,0,5,3,10,265,3,0,5,15,15,69,58,5,0,3,0,14,182,0,0,0,4,7,26,18,5,5,0,0,3,66,0,0,0,5,0,15,23,3,0,0,0,0,46,0,0,0,3,6,15,13,4,3,0,0,7,43,0,3,4,11,13,31,36,12,0,4,0,0,111,3,3,15,13,11,10,3,0,0,0,0,36,88,26,39,312,320,332,920,480,91,20,16,8,149,2718
LGA45090,9,22,12,30,32,5,0,0,0,5,108,4,0,7,10,5,19,24,0,0,0,0,7,86,0,0,0,8,3,13,14,0,0,0,0,0,44,0,0,4,0,11,8,5,0,0,0,0,5,36,0,0,5,0,0,8,5,0,0,0,0,5,20,3,0,0,9,3,3,5,0,0,0,0,10,37,0,0,4,8,0,0,4,0,0,0,0,3,18,24,13,83,162,104,189,146,14,3,0,8,66,803
LGA45120,8,7,3,0,5,0,0,0,0,4,33,0,0,0,4,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,5,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,61,75,67,63,28,0,0,0,4,21,339
LGA45290,8,21,17,63,252,236,121,22,18,14,777,5,0,6,8,8,58,173,220,141,44,17,17,704,0,0,10,6,9,15,63,116,66,31,18,3,327,0,0,3,4,3,15,38,127,132,64,31,8,423,3,0,4,7,0,4,20,53,102,88,126,12,411,0,0,4,0,8,15,50,64,64,27,14,14,249,0,5,14,7,0,7,11,9,0,0,3,26,77,48,80,392,291,187,539,1393,1355,801,334,262,181,5866
LGA45340,20,37,35,104,710,778,76,12,8,40,1833,0,0,5,18,19,79,498,615,79,18,6,17,1361,0,0,3,15,10,22,183,334,81,13,8,14,683,3,0,3,7,7,26,126,269,75,16,10,15,550,0,0,15,11,10,6,30,87,46,21,14,14,259,0,0,23,29,22,44,237,292,51,17,6,37,764,4,3,53,15,14,25,38,27,3,0,3,69,258,115,209,1283,893,615,1565,5314,4279,559,137,98,469,15525
LGA45400,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,13,4,7,0,0,0,0,0,7,39
LGA45540,3,6,0,0,0,0,0,0,0,3,20,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,4,3,5,43,68,19,3,0,3,0,0,5,19,169
LGA45680,24,43,62,327,595,256,19,8,9,29,1374,0,0,11,22,43,187,415,213,22,0,3,13,933,0,0,5,18,16,84,187,124,11,3,0,5,451,0,0,0,3,6,53,103,92,20,4,5,3,288,0,0,8,9,7,47,36,46,13,3,0,7,180,4,3,34,24,37,170,237,106,7,0,7,25,659,9,8,71,36,31,35,33,14,7,5,0,85,322,119,193,1250,1076,900,3061,4164,1407,134,31,29,471,12838
LGA45890,25,42,66,259,624,904,160,16,17,39,2159,0,0,28,36,45,180,515,855,203,22,18,37,1954,0,0,7,16,20,79,202,471,133,22,7,15,986,5,0,10,14,11,69,157,438,194,35,16,24,970,0,6,17,20,10,29,83,202,143,47,17,22,594,3,4,32,41,35,93,171,304,94,15,18,44,841,7,10,69,42,11,24,23,27,3,0,0,112,332,155,318,1966,1624,845,2214,4103,4995,1241,231,138,709,18533
LGA46090,14,51,32,70,43,17,0,0,3,13,248,0,0,8,42,28,36,37,17,5,0,3,20,199,0,0,0,5,9,12,20,9,6,0,0,0,67,0,0,10,9,11,10,18,15,5,0,3,19,104,0,0,11,5,5,11,12,3,4,5,7,16,83,0,0,9,14,17,35,21,9,0,0,0,9,115,0,0,10,13,5,3,4,0,0,0,0,14,54,30,71,321,455,270,345,268,84,36,16,25,146,2055
LGA46300,4,17,15,49,68,39,0,4,0,14,217,0,0,4,12,7,28,51,31,4,0,0,0,144,0,0,3,8,0,9,23,22,0,0,0,3,66,0,0,0,6,7,4,13,22,11,0,6,0,63,0,0,0,5,0,6,5,18,8,0,7,0,53,0,3,9,9,8,23,38,26,0,0,0,5,120,0,11,16,6,3,3,4,3,0,0,0,14,59,28,72,233,298,209,366,451,222,24,13,15,85,2010
LGA46450,5,42,26,46,21,4,0,0,0,5,167,0,0,4,31,23,29,40,9,0,0,0,6,146,0,0,0,7,11,18,20,5,0,0,0,0,56,0,0,3,16,11,13,16,3,0,0,0,5,60,0,0,0,11,3,10,12,14,0,0,0,6,61,0,0,5,20,13,24,8,0,0,0,0,3,78,3,0,25,22,10,3,5,0,0,0,0,16,88,34,52,412,657,304,361,190,53,13,5,3,99,2184
LGA46510,5,3,11,51,126,152,43,8,5,0,402,0,0,8,3,10,29,116,143,64,19,0,3,400,0,0,3,7,5,18,39,79,48,9,6,5,224,0,0,3,9,0,12,39,81,51,24,9,4,220,0,0,0,6,0,0,19,38,56,22,28,9,177,0,0,5,5,0,12,24,53,41,7,6,3,159,0,0,9,9,0,4,3,4,0,0,0,3,30,17,33,180,139,79,320,795,822,375,91,71,70,2991
LGA46670,11,20,17,28,16,9,4,0,0,6,114,3,0,5,12,13,15,8,9,0,0,0,4,65,4,0,0,4,10,5,0,4,0,0,0,8,33,0,0,0,3,0,8,8,8,4,0,0,4,43,0,0,5,0,0,9,4,8,0,0,4,3,38,0,0,4,10,8,22,6,4,4,0,0,3,58,0,0,10,10,7,6,0,0,0,4,4,8,49,30,28,147,213,176,206,115,55,19,3,13,70,1073
