LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA37600,5,7,6,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,9,22,11,19,16,8,3,0,0,0,82,42,50,85,119,73,37,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,3,12,6,0,0,0,54,0,4,7,9,18,3,0,0,0,37,0,0,10,4,3,4,0,0,0,20,0,5,9,5,18,5,0,0,0,37,0,9,19,9,16,4,3,0,0,53,5,7,21,17,19,3,0,0,0,66,0,7,13,14,17,4,4,0,0,65,0,0,0,0,0,0,0,0,0,0,0,9,6,6,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,11,56,25,48,37,26,32,10,6,0,230,70,71,149,106,126,67,18,4,0,606
LGA39499,13,56,63,47,49,57,31,3,3,326,3,0,4,0,0,0,0,0,0,8,0,3,11,15,11,15,9,3,0,71,135,203,372,346,321,347,192,71,12,2006,197,636,1447,1010,1018,1424,708,163,27,6637,0,22,44,17,12,14,16,0,4,128,3,6,18,14,20,17,6,0,0,87,5,46,183,116,147,223,219,48,0,992,4,25,90,57,53,87,87,15,0,417,5,17,40,30,30,24,15,0,0,154,14,37,129,53,76,137,84,10,0,544,0,13,42,28,38,85,63,11,0,287,15,99,216,115,117,167,102,20,0,853,10,84,175,72,85,119,60,6,0,614,5,48,96,21,17,15,21,4,0,222,12,44,74,52,43,61,50,7,0,340,0,4,3,3,0,5,0,0,0,13,3,7,7,10,7,18,10,6,0,71,78,238,574,469,451,463,304,93,16,2693,157,685,1708,1063,1080,1425,1046,211,24,7404
LGA39799,0,0,5,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,15,11,23,17,11,9,3,93,10,32,49,35,63,37,24,18,6,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,5,0,3,0,0,5,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,4,4,25,0,7,7,11,8,14,10,10,4,74
LGA40070,14,97,152,55,54,35,20,8,3,432,8,27,3,0,4,0,0,0,0,47,0,21,54,35,12,30,19,3,5,185,121,418,566,339,282,251,159,127,103,2376,239,1871,3853,1785,1474,1495,851,391,207,12170,9,101,256,122,64,53,48,21,12,670,5,53,207,108,46,31,14,0,0,470,13,160,393,149,172,113,89,38,29,1162,4,84,158,52,47,65,48,17,4,490,4,13,31,17,24,21,16,13,0,138,11,130,610,192,153,201,180,82,39,1600,10,21,128,70,85,166,158,54,21,705,37,601,997,430,308,240,160,53,15,2842,21,158,550,284,249,251,250,71,28,1868,13,110,243,138,76,60,41,15,6,707,29,103,158,61,72,34,28,4,0,486,15,34,8,5,0,3,0,9,0,76,10,29,35,39,21,29,22,4,4,184,161,479,670,316,322,248,239,114,88,2639,326,2089,4433,1988,1641,1512,1298,494,242,14026
LGA40120,44,85,131,168,148,114,42,9,4,753,0,0,3,0,0,0,0,0,0,15,0,7,24,58,58,55,25,8,6,244,199,97,197,258,285,246,220,182,114,1790,379,823,2290,4104,4616,4080,1909,684,244,19111,0,26,88,219,244,205,132,36,10,958,7,15,35,87,101,59,29,5,0,348,13,120,345,510,689,638,455,195,57,3012,17,70,158,193,240,213,110,58,29,1089,6,43,100,155,189,173,80,13,3,766,8,71,320,493,661,710,380,108,41,2792,3,31,178,329,342,575,444,122,19,2042,15,98,379,761,895,554,401,119,21,3240,35,129,293,517,582,568,409,84,16,2623,19,64,148,179,217,137,80,21,12,858,44,69,127,166,161,105,75,16,4,760,4,6,0,0,0,3,9,4,0,24,0,17,27,55,83,55,34,12,3,275,197,120,186,251,350,394,303,151,68,2024,366,870,2381,3922,4757,4383,2926,928,271,20811
LGA40150,4,16,30,34,38,22,11,3,0,154,0,0,0,0,0,0,0,0,0,6,0,0,9,6,4,3,3,0,0,28,56,39,48,69,97,88,60,33,7,501,93,182,431,632,655,462,224,60,12,2753,0,6,0,10,9,6,4,0,0,36,0,4,7,9,7,4,0,0,0,29,11,51,138,148,177,155,104,27,4,816,6,12,25,36,54,34,19,3,0,196,0,13,34,32,24,19,6,0,0,130,0,17,35,66,72,71,28,6,0,292,0,9,32,33,24,26,14,4,0,146,6,19,69,102,121,65,26,7,0,420,6,35,83,87,115,53,19,4,6,409,0,8,6,8,7,4,0,0,0,39,7,19,29,37,40,14,16,0,0,171,0,0,0,3,0,3,0,0,0,10,0,5,10,8,11,4,0,3,0,42,61,44,85,98,133,117,96,36,26,694,100,237,554,676,794,596,338,93,37,3425
LGA40220,21,64,132,133,94,96,56,13,3,608,0,0,0,7,6,0,3,3,0,15,0,8,18,28,22,31,15,8,3,134,124,50,92,141,180,229,270,262,88,1421,243,442,1199,1655,1891,2064,1632,784,201,10119,4,8,25,46,46,63,59,19,7,276,0,3,16,24,19,22,18,4,0,104,14,71,197,271,363,393,460,260,66,2103,6,34,90,106,115,144,110,68,14,685,6,27,78,125,116,94,65,18,0,537,10,35,137,204,283,379,274,93,21,1433,0,9,97,145,137,273,319,79,19,1077,8,63,189,294,316,345,321,99,34,1674,21,76,188,212,295,320,226,62,11,1410,6,16,39,45,42,53,49,14,3,265,28,49,154,136,131,103,96,26,6,726,0,0,4,7,5,7,5,4,4,37,0,6,9,22,24,19,42,19,5,150,175,90,169,226,262,324,377,301,220,2141,281,496,1392,1866,2152,2527,2419,1072,408,12612
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,16,50,23,23,11,7,5,0,165,27,42,145,86,91,64,17,5,0,480,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,11,4,0,0,0,27,0,3,3,3,4,3,6,0,0,12,0,0,3,3,3,0,0,0,0,13,0,4,3,4,9,13,0,0,0,32,0,13,33,17,17,21,4,0,0,96,0,0,6,12,7,5,4,0,0,33,0,5,24,4,18,12,5,0,0,68,0,0,5,7,0,0,0,0,0,9,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,95,71,59,36,19,12,7,409,52,90,184,125,122,97,30,12,7,724
LGA40310,25,61,143,145,92,56,28,12,0,569,3,0,3,3,0,0,0,0,0,19,5,0,16,33,22,8,9,5,0,100,109,47,107,140,160,184,145,191,99,1174,210,482,1484,1943,1824,1617,801,461,174,8982,0,9,89,120,86,63,42,7,5,419,4,11,27,34,20,13,8,0,0,106,18,89,298,336,396,376,270,92,40,1918,13,34,90,79,94,82,73,31,6,502,9,22,80,140,98,74,43,15,5,484,6,29,133,183,203,289,135,59,20,1057,3,17,136,178,165,240,169,47,14,976,14,61,280,421,370,283,148,47,21,1639,16,50,188,209,248,215,111,30,7,1083,11,27,53,38,33,26,18,14,0,215,26,58,155,145,126,67,54,16,5,649,0,0,3,9,3,3,3,6,6,29,0,6,15,30,27,26,21,8,9,135,169,67,135,202,262,282,205,163,110,1587,277,485,1672,2119,2132,2034,1294,540,245,10805
LGA40430,3,3,11,7,12,5,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,15,3,3,18,19,25,25,40,12,169,21,21,97,140,149,166,117,71,21,803,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,3,15,35,22,27,39,53,19,5,216,0,0,0,3,3,3,15,4,0,32,3,0,12,21,14,6,0,0,3,58,0,4,9,15,24,39,22,7,0,113,0,0,13,12,10,20,17,10,0,82,0,0,18,31,15,22,12,4,4,104,0,4,12,9,17,19,10,8,0,73,0,0,4,0,0,6,3,0,0,13,0,3,7,13,10,6,9,4,0,45,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,11,3,9,22,38,37,49,39,27,225,17,31,117,146,166,195,184,92,41,990
LGA40520,12,40,66,44,43,30,17,10,0,266,0,5,0,6,8,5,0,0,0,19,0,6,8,6,11,0,6,0,0,42,84,31,75,115,115,136,135,135,102,933,123,248,631,684,744,610,345,241,132,3758,0,3,20,9,19,19,8,0,0,86,7,3,11,6,10,4,0,0,0,43,14,38,111,114,118,144,103,54,16,703,5,12,20,26,28,36,41,13,8,180,3,5,41,44,36,18,12,3,5,166,6,22,59,62,96,116,62,19,3,434,0,16,52,44,59,70,46,17,7,305,8,27,116,134,106,81,40,12,0,531,16,32,87,98,91,71,35,9,0,441,4,8,4,10,0,7,4,0,0,42,12,34,74,59,41,37,18,9,4,287,5,0,0,0,5,8,0,0,0,26,0,0,4,11,5,8,10,4,0,41,82,39,75,99,139,165,132,104,66,904,155,246,670,718,754,779,517,243,111,4192
LGA40700,17,74,112,117,113,87,56,24,12,608,0,8,3,0,6,0,0,3,0,26,0,17,50,58,63,48,47,21,10,312,182,145,215,223,322,292,297,385,346,2420,275,1287,3088,4104,4894,4304,2700,1601,830,23085,3,68,150,234,250,236,186,84,38,1246,9,20,130,226,170,79,28,6,0,658,13,118,333,419,498,408,356,223,101,2458,3,64,148,162,183,159,115,63,27,918,4,20,52,66,61,45,33,24,14,308,0,130,517,756,903,806,601,327,138,4176,3,21,162,287,393,621,526,228,81,2324,15,185,823,1177,1198,846,609,244,112,5210,31,147,482,660,696,662,538,198,80,3492,20,87,219,219,184,137,83,40,25,1007,15,47,125,110,146,108,78,27,14,674,5,3,0,6,5,0,4,7,3,25,0,4,40,56,60,46,49,17,17,286,127,97,176,216,276,291,298,239,268,1989,241,1020,3348,4591,5017,4440,3501,1719,907,24784
LGA40910,29,130,277,316,219,110,63,26,4,1178,6,15,5,0,5,0,7,0,0,35,3,9,56,58,63,26,20,9,5,256,228,171,273,343,356,316,419,487,248,2842,392,1518,4317,4684,3836,2762,2025,1256,476,21277,0,59,196,251,159,129,71,30,15,910,3,40,252,261,165,71,22,5,0,811,9,170,566,630,728,516,421,350,100,3491,18,106,271,243,257,167,150,116,27,1349,8,27,55,80,62,33,33,13,6,307,12,163,626,509,470,404,236,120,53,2592,0,68,339,380,384,408,355,138,49,2123,28,264,1241,1253,998,571,320,156,43,4875,13,181,640,647,530,444,254,89,25,2829,14,105,224,178,118,82,54,24,10,812,31,107,283,242,269,154,90,37,12,1230,3,3,5,4,0,9,9,14,4,55,4,11,74,87,70,47,39,27,9,367,155,129,264,264,349,232,290,368,178,2228,311,1422,5027,5020,4556,3266,2344,1486,539,23967
LGA41010,0,3,17,24,10,8,4,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,14,33,22,30,25,43,33,21,23,7,252,56,86,216,244,211,196,88,41,16,1144,0,0,4,0,0,7,0,0,0,12,0,0,4,0,0,0,0,0,0,3,0,10,40,38,21,55,14,5,0,195,0,5,5,9,12,6,8,0,0,51,5,3,7,11,8,7,4,0,0,48,0,12,21,16,22,19,16,0,0,110,0,12,34,25,18,24,15,9,0,136,0,9,29,36,28,16,4,0,0,124,0,12,43,36,24,21,13,0,0,152,0,3,7,6,0,0,0,0,0,17,0,6,15,15,17,13,5,0,0,67,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,8,45,37,68,75,70,71,50,21,32,469,55,117,275,280,215,231,131,41,38,1393
LGA41060,75,332,613,611,400,303,145,70,23,2578,7,17,7,6,16,11,10,10,5,87,7,41,153,149,114,71,36,28,0,612,579,433,863,902,989,915,1006,1210,869,7771,930,3256,9719,9229,8145,6419,3709,2652,1345,45410,0,108,416,375,307,219,135,39,5,1599,25,89,452,409,228,123,38,4,0,1377,61,389,1489,1346,1680,1398,1157,660,254,8430,38,228,688,486,496,389,247,178,63,2815,10,57,169,135,128,68,42,20,6,634,28,377,1439,1107,907,923,430,162,79,5454,5,136,721,664,720,912,557,162,52,3917,75,688,2482,2399,1907,1235,694,266,95,9838,92,487,1565,1337,1148,961,435,113,35,6178,24,173,609,409,265,169,86,26,10,1773,82,291,747,571,590,337,230,102,27,2974,8,10,10,12,32,23,50,41,19,202,7,31,158,157,142,107,61,36,11,715,441,450,978,903,1012,876,812,771,503,6751,890,3508,11938,10311,9543,7752,4979,2586,1158,52664
LGA41140,7,15,43,44,39,19,14,6,0,194,0,0,0,4,0,0,0,0,0,4,0,0,5,3,3,3,0,5,0,24,40,13,39,52,63,77,58,80,56,484,75,197,525,695,671,684,372,189,73,3495,0,3,18,24,21,19,14,0,0,101,0,0,5,7,11,0,0,0,0,22,9,30,116,98,102,129,98,49,13,637,3,14,31,26,26,27,24,14,0,176,0,18,68,57,65,64,23,5,0,306,0,17,65,55,99,141,75,32,3,491,0,12,53,59,68,94,81,12,11,392,4,21,99,110,133,88,57,16,7,532,4,20,64,70,74,89,56,15,0,395,0,0,5,18,17,19,8,5,4,78,10,18,54,48,48,32,20,5,3,238,0,0,0,0,0,3,0,0,5,15,0,0,0,4,5,8,11,3,0,34,43,24,82,70,98,148,120,70,25,684,75,181,674,653,764,857,599,220,84,4097
LGA41190,0,3,6,10,9,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,13,8,18,12,74,12,47,102,140,106,96,51,32,14,598,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,8,32,24,12,37,15,0,0,130,0,3,7,6,0,3,0,0,0,26,4,6,19,8,18,4,4,0,0,65,0,0,14,10,19,20,10,5,4,76,0,4,17,15,13,5,9,3,4,62,0,0,16,12,18,10,5,6,0,64,0,4,10,13,10,13,6,0,0,60,0,0,4,0,0,6,0,0,0,9,0,0,7,6,12,5,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,5,17,19,21,19,23,12,16,142,21,37,144,121,125,123,71,26,23,691
LGA41330,0,3,14,9,10,5,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,12,31,37,31,40,58,17,0,245,13,45,95,114,143,144,123,32,3,719,0,0,0,5,6,4,4,0,0,14,0,0,3,0,0,0,0,0,0,6,0,4,14,17,12,24,29,17,5,120,0,0,7,7,10,10,4,4,0,44,0,0,0,0,6,4,0,0,0,24,0,3,10,10,7,13,17,0,0,63,0,0,22,6,3,13,5,0,0,53,0,4,30,18,19,9,10,0,0,90,0,8,18,18,15,12,12,0,0,84,0,0,0,0,3,7,0,0,0,15,0,3,12,8,5,3,0,6,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,15,22,53,28,61,48,52,30,3,316,18,50,176,118,159,156,138,60,6,876
LGA41560,23,36,75,67,58,34,26,8,0,332,0,0,0,0,0,4,0,0,0,6,0,0,0,4,3,7,7,0,0,33,51,40,55,66,112,118,180,192,56,871,115,244,616,668,851,764,677,371,98,4411,0,0,7,5,6,11,7,3,0,33,3,4,14,12,10,12,5,0,0,58,13,36,133,101,185,188,209,117,25,1014,5,15,43,28,68,70,61,26,7,324,10,11,34,32,27,28,17,3,0,167,4,24,81,64,109,192,91,28,8,609,5,18,77,81,66,90,88,21,10,452,6,46,114,125,127,108,77,20,6,640,16,36,87,102,143,134,77,12,4,617,4,3,13,5,16,9,15,3,0,64,9,34,96,75,67,46,43,10,0,382,0,0,0,0,4,6,4,10,0,21,0,6,16,7,16,12,8,7,3,57,80,54,120,97,175,213,283,223,137,1389,150,292,832,734,1013,1123,986,489,207,5835
LGA41750,0,5,8,9,4,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,4,4,6,5,7,8,45,3,29,63,56,72,66,18,14,7,335,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,8,9,11,11,9,3,4,57,0,4,3,0,5,4,0,3,0,16,0,4,11,8,13,6,4,0,0,43,0,0,9,4,11,22,10,0,0,49,0,4,5,10,9,15,3,0,0,42,0,5,5,3,8,10,6,0,0,37,0,0,4,8,10,12,5,0,0,39,0,0,0,0,0,6,0,0,0,4,0,0,3,0,3,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,6,7,16,10,9,4,80,3,21,75,55,82,95,42,21,14,408
LGA41830,6,5,9,6,10,8,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,13,6,11,12,22,28,29,22,6,148,17,40,102,125,118,142,75,31,11,670,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,10,22,14,29,27,26,4,0,137,0,0,4,0,8,8,7,0,0,28,0,5,9,4,3,6,0,4,0,28,0,8,8,23,22,32,6,3,0,96,0,3,14,15,10,11,13,0,0,76,0,0,10,11,14,14,5,3,0,58,0,6,11,10,19,7,5,0,0,61,0,0,6,0,0,0,0,0,0,8,0,0,10,9,5,13,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,15,6,18,18,24,37,24,18,10,162,23,34,93,108,147,154,102,42,12,720
LGA41960,3,3,5,14,4,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,4,15,14,33,18,17,4,117,11,26,68,82,75,103,45,23,4,442,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,22,20,27,26,13,4,0,111,0,0,0,0,0,4,3,3,0,12,0,3,5,9,7,4,3,0,0,28,0,4,3,8,17,16,6,0,0,61,0,0,4,0,10,9,11,0,0,38,0,0,0,11,6,4,6,4,0,38,0,0,12,14,5,11,0,0,0,39,0,0,0,0,0,0,3,0,0,4,0,6,6,10,3,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,15,16,23,30,5,15,131,8,30,71,85,89,105,85,18,19,510
LGA42030,24,79,137,95,76,50,21,12,0,489,0,0,5,3,0,0,0,0,0,14,0,0,17,19,27,16,6,3,5,90,151,89,135,165,185,153,186,248,101,1410,267,594,1457,1481,1566,1208,728,563,174,8036,0,25,37,38,33,26,19,3,4,186,5,10,46,35,25,25,7,0,0,161,11,97,295,255,321,315,253,144,64,1760,7,55,124,66,83,50,56,42,10,499,4,27,78,46,59,47,17,10,3,285,11,51,179,174,219,242,95,61,19,1054,4,36,141,142,134,158,121,42,15,791,20,105,340,312,332,240,121,38,17,1516,36,120,263,230,291,191,108,26,4,1266,3,30,49,31,28,23,18,6,4,196,22,85,133,97,104,77,43,19,4,586,0,4,5,3,0,4,6,3,3,31,5,5,20,27,27,12,16,10,0,113,111,91,180,173,219,228,225,205,130,1553,231,735,1899,1619,1883,1646,1100,610,268,9993
LGA42110,5,5,20,22,20,16,6,0,0,90,0,0,0,0,0,0,0,0,0,7,0,0,0,6,6,3,6,0,0,17,27,8,15,36,48,39,43,41,28,272,50,76,161,267,320,272,187,85,32,1460,0,5,3,3,7,6,3,0,0,26,0,0,4,6,3,4,0,0,0,11,3,16,33,37,43,72,42,18,5,273,0,4,12,7,5,17,8,6,0,55,0,16,34,41,25,24,15,4,0,166,0,3,11,22,41,53,26,16,5,173,0,0,7,21,18,36,37,9,0,133,0,6,25,35,47,29,23,7,0,174,6,9,22,35,34,35,21,4,0,161,0,0,7,0,5,9,5,0,0,23,0,6,15,14,16,23,11,6,0,92,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,0,3,0,0,22,27,14,39,43,59,65,56,50,11,358,40,76,202,278,313,372,250,114,21,1664
LGA42250,7,13,42,38,24,18,3,0,0,144,0,0,0,0,0,0,0,0,0,4,0,0,3,9,10,3,0,0,0,28,43,23,76,98,111,92,87,66,48,646,89,141,439,716,630,508,254,97,56,2930,0,0,8,9,9,13,3,0,0,37,0,0,0,6,7,3,0,5,0,26,13,30,96,146,186,111,75,17,4,678,0,17,40,43,29,36,26,7,0,201,3,12,38,56,61,30,24,4,0,232,0,14,32,43,47,59,44,8,0,259,0,3,32,57,58,60,37,15,0,264,9,20,65,98,113,81,38,10,0,427,6,19,40,65,70,45,25,0,0,275,0,5,3,12,3,11,3,0,0,49,9,20,35,32,36,19,11,7,0,155,0,0,0,0,0,0,0,0,0,11,0,0,4,9,7,7,3,0,0,30,51,55,177,194,204,137,110,55,25,1011,100,190,571,777,844,619,394,134,37,3673
LGA42600,18,94,174,161,119,115,64,39,19,806,0,5,5,0,5,6,0,0,0,25,0,15,37,44,50,35,16,7,0,196,139,170,287,256,327,296,260,470,442,2659,243,1118,3152,3038,3505,3146,1696,1333,837,18073,0,36,151,139,99,126,69,42,8,659,0,26,73,88,73,57,7,0,0,324,11,103,307,384,432,446,374,250,110,2409,20,68,209,172,174,158,120,58,28,1016,5,14,67,50,56,37,25,14,3,276,14,132,518,414,469,531,297,172,96,2635,3,51,232,240,296,492,394,109,52,1869,28,137,614,857,798,700,473,185,92,3890,25,138,434,472,449,473,296,106,33,2436,19,57,185,131,101,68,57,26,16,645,22,72,166,152,166,108,103,40,17,850,0,5,0,3,0,4,11,8,5,41,0,7,34,49,45,40,22,14,13,224,95,129,287,249,272,375,372,317,318,2412,246,963,3276,3401,3433,3613,2633,1333,785,19688
