LGA_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,14,0,5,12,5,3,0,0,0,0,0,0,5,34,0,4,11,7,0,0,0,0,0,0,0,0,21,0,0,4,3,0,0,0,0,0,0,0,3,11,3,0,12,7,0,0,0,0,0,0,0,0,24,0,3,0,3,0,0,0,0,0,0,0,0,20,3,0,8,12,3,0,0,0,0,0,0,0,31,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,4,4,9,0,0,0,0,0,0,0,22,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0
LGA17900,5,0,3,0,0,0,0,0,0,0,0,4,13,0,0,7,6,0,0,0,0,0,0,0,0,15,7,14,25,4,0,0,0,0,0,0,0,6,54,10,17,30,14,0,0,0,0,0,0,0,4,81,4,3,22,18,0,4,0,0,0,0,0,3,54,4,3,13,13,0,0,0,0,0,0,0,0,37,5,3,30,25,5,0,0,0,0,0,0,9,74,10,3,17,20,0,0,0,0,0,0,0,6,51,24,8,24,9,8,0,0,0,0,0,0,10,77,17,5,10,6,3,4,0,0,0,0,0,3,49,21,3,14,14,5,3,0,0,0,0,0,8,74,19,4,14,4,0,0,0,0,0,0,0,3,41,16,6,4,4,0,0,0,0,0,0,0,0,37,13,0,0,3,0,3,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,23,7,4
LGA17950,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,18,5,15,22,0,0,0,0,0,0,0,0,4,38,0,6,15,3,0,0,0,0,0,0,0,4,31,0,0,7,3,0,0,0,0,0,0,0,0,12,3,3,28,7,0,0,0,0,0,0,0,0,42,5,0,8,4,0,0,0,0,0,0,0,0,22,0,0,12,3,0,0,0,0,0,0,0,3,26,4,0,7,4,0,0,0,0,0,0,0,0,17,4,3,5,4,0,0,0,0,0,0,0,5,22,0,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0
LGA18020,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,3,3,0,0,0,0,0,0,0,0,11,9,8,24,18,0,0,0,0,0,0,0,0,57,23,14,41,28,0,0,0,0,0,0,0,10,110,3,0,35,31,3,4,0,0,0,0,0,8,90,4,7,28,16,3,0,0,0,0,0,0,0,66,3,9,41,34,5,0,0,0,0,0,0,8,89,10,5,19,21,3,4,0,0,0,0,0,0,65,0,5,20,26,6,3,0,0,0,0,0,4,59,0,0,13,9,4,0,0,0,0,0,0,6,41,4,3,14,11,0,0,0,0,0,0,0,6,42,3,0,4,3,0,0,0,0,0,0,0,3,15,0,0,0,8,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,16,0
LGA18050,0,4,0,0,4,7,20,34,33,32,47,19,199,8,4,3,0,3,3,5,18,13,3,6,5,77,39,46,12,16,11,19,21,36,20,13,8,17,257,16,105,32,13,6,22,44,32,39,15,11,23,353,6,13,38,25,14,39,68,79,47,24,21,19,396,0,4,20,13,0,10,10,33,19,10,14,8,145,3,3,15,20,21,50,93,131,103,42,55,22,548,0,3,11,4,10,37,115,184,129,65,77,28,660,3,4,8,4,6,42,99,230,183,82,99,17,764,0,0,0,7,6,21,89,219,175,114,79,13,720,0,0,3,3,8,21,109,355,383,178,196,32,1290,0,3,3,6,7,12,29,205,309,193,192,18,974,0,0,5,3,4,17,46,210,372,334,584,23,1587,5,0,0,3,3,9,32,104,270,300,492,20,1226,0,0,0,0,0,0,5,25,105,166,656,16,982,5,4,0,12,11
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,3,0,0,0,0,0,0,0,0,12,12,12,20,5,0,0,0,0,0,0,0,6,49,0,3,18,9,0,0,0,0,0,0,0,0,34,0,3,7,9,0,0,0,0,0,0,0,0,16,3,3,20,9,0,0,0,0,0,0,0,0,41,0,0,5,7,0,0,0,0,0,0,0,0,16,0,4,12,5,0,0,0,0,0,0,0,0,18,4,0,0,10,0,0,0,0,0,0,0,0,14,0,0,6,5,6,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,11,0,4,4,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
LGA18200,0,0,6,3,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,14,15,0,0,0,0,0,0,0,0,43,10,0,29,24,0,0,0,0,0,0,0,0,61,6,4,9,30,0,0,0,0,0,0,0,3,62,7,0,19,18,4,3,0,0,0,0,0,0,53,5,5,19,31,4,0,0,0,0,0,0,4,68,3,0,10,19,6,6,0,0,0,0,0,3,60,9,0,16,21,4,4,0,0,0,0,0,0,55,6,0,7,15,5,0,0,0,0,0,0,0,32,6,0,11,4,0,3,3,0,0,0,0,0,37,0,0,3,0,5,6,0,0,0,0,0,0,22,0,0,0,3,6,4,3,0,0,0,0,0,13,0,0,0,4,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,7,10,4
LGA18250,4,3,7,4,3,4,8,49,89,47,64,25,305,4,11,5,3,5,3,3,14,28,13,13,10,96,10,48,18,13,6,8,7,28,44,14,23,6,223,17,65,19,10,4,4,13,34,27,12,18,20,236,8,12,26,15,3,13,23,50,47,16,26,17,256,5,3,17,9,0,3,13,34,31,11,17,5,150,4,5,5,16,11,13,31,103,92,34,27,9,352,0,3,10,6,11,17,34,141,118,49,52,16,456,6,6,10,8,7,9,47,145,169,70,69,15,554,4,0,0,4,6,15,33,168,154,88,93,18,576,0,0,5,12,10,13,38,248,349,130,184,26,1022,0,0,0,6,4,8,14,155,255,119,112,11,685,0,0,5,3,9,10,28,178,419,209,467,24,1354,0,0,0,0,3,5,10,90,245,167,286,14,828,0,0,0,0,0,5,4,30,111,100,283,13,543,6,0,5,7,6
LGA18350,3,0,4,5,7,3,6,4,0,0,0,6,43,0,0,9,8,7,3,3,3,0,0,0,0,37,7,8,31,31,14,36,10,9,5,5,0,7,165,12,9,88,72,29,26,28,13,0,0,0,9,283,4,12,52,86,44,77,62,16,0,0,3,12,367,0,0,5,27,24,29,26,10,11,0,0,6,135,0,0,26,51,31,88,71,52,7,4,7,8,355,0,0,13,39,32,78,80,58,16,6,4,10,342,0,0,5,37,33,68,107,59,14,0,0,10,346,6,0,13,19,21,51,85,63,19,4,6,6,292,0,0,5,13,18,50,99,92,25,7,0,4,332,0,0,0,9,0,20,42,49,16,10,4,6,154,0,0,0,3,8,11,20,37,24,13,12,3,121,0,0,0,0,4,5,13,23,18,10,11,0,88,0,0,0,0,0,0,4,6,5,3,3,0,17,0,0,7,15,11
LGA18400,0,0,0,0,0,3,3,4,0,0,6,3,29,5,5,0,0,3,6,3,4,0,0,0,0,24,8,6,23,9,11,9,3,8,4,0,7,4,86,14,3,28,24,15,14,20,7,4,0,0,13,133,3,0,11,24,27,45,42,21,0,0,5,3,190,3,0,7,10,8,13,15,8,3,0,0,8,75,8,0,6,37,21,59,49,27,4,3,0,6,217,0,0,13,17,20,59,54,26,10,3,3,11,221,5,0,9,12,20,36,67,43,9,3,0,6,199,0,0,3,5,10,30,50,39,12,0,0,8,165,0,3,5,12,13,35,82,50,24,10,3,8,245,7,0,3,4,13,16,35,42,15,13,4,3,148,7,0,3,7,0,9,22,23,11,6,4,3,96,6,0,3,0,3,4,9,11,13,0,6,0,60,0,0,0,0,0,3,0,9,0,0,0,0,18,0,0,3,10,8
LGA18450,15,19,41,46,41,77,77,101,62,24,7,51,561,87,100,46,61,19,28,46,37,4,6,3,25,468,248,522,249,256,91,124,100,39,17,3,13,78,1735,195,856,366,286,139,149,131,50,13,4,26,96,2299,42,135,300,406,215,271,285,108,28,5,9,59,1862,27,38,368,227,102,177,175,84,25,9,17,32,1289,29,69,155,390,229,402,448,186,40,13,12,48,2033,19,15,104,248,202,379,455,263,58,18,12,52,1843,8,10,55,141,174,374,493,297,77,21,11,29,1698,8,10,37,93,106,260,438,283,72,11,16,19,1353,5,10,39,103,99,291,588,438,140,54,26,33,1836,5,4,8,37,49,120,293,330,93,26,18,14,999,9,3,15,33,27,57,190,255,127,51,30,17,818,0,0,0,10,9,34,81,123,93,43,17,9,418,0,0,0,5,4,13,21,40,46,20,15,6,164,19,17,88,106,81
LGA18500,5,0,0,0,0,7,3,17,19,15,38,5,114,0,0,4,0,0,0,0,9,8,0,7,4,40,3,8,11,8,8,9,12,17,14,10,20,12,127,11,18,7,4,8,16,37,30,24,19,13,11,194,5,7,14,19,14,28,50,50,43,13,25,9,282,0,0,3,0,4,0,3,12,13,10,16,4,56,3,4,4,9,7,39,50,64,46,24,30,14,287,3,0,5,3,9,33,61,88,82,35,76,9,406,4,0,11,8,5,25,70,117,75,55,83,10,458,0,0,0,0,10,18,51,125,116,63,70,6,464,3,0,3,0,6,21,71,201,179,113,168,17,786,0,0,6,3,6,7,15,103,147,102,133,13,530,0,0,0,5,3,6,30,139,223,239,604,22,1278,0,0,0,0,0,5,21,57,153,191,448,24,899,0,0,0,0,3,3,6,20,67,144,635,21,903,5,0,0,7,0
LGA18710,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,8,3,3,6,7,0,4,3,0,0,0,0,3,33,18,0,12,8,8,4,3,0,0,0,0,6,59,4,4,14,20,8,6,3,5,0,0,0,0,61,0,0,3,9,0,7,0,0,0,0,0,0,23,3,0,7,23,9,20,10,11,0,0,0,5,87,0,3,5,3,5,15,16,4,5,0,0,8,63,0,0,14,10,12,23,31,18,0,0,0,6,113,4,0,4,5,4,18,23,8,7,0,0,3,78,3,0,11,11,8,21,36,24,8,3,0,0,112,4,3,0,0,6,10,14,21,6,0,0,4,67,6,0,0,3,0,6,14,12,14,0,0,3,50,0,0,0,0,0,8,11,12,12,8,4,0,48,0,0,0,0,0,0,0,6,8,5,0,3,21,0,0,5,5,4
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,3,0,0,0,0,0,0,5,12,5,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,5,6,3,4,3,4,0,0,0,0,0,3,20,0,0,6,8,0,0,0,0,0,0,0,0,19,5,12,17,23,3,4,0,0,0,0,0,9,77,6,15,32,31,3,6,4,0,0,0,0,6,108,5,9,33,48,22,13,5,0,0,0,3,0,143,4,7,18,17,14,5,8,0,0,0,0,0,60,4,4,22,50,16,18,4,0,0,0,0,7,134,0,6,14,38,20,15,4,0,0,0,0,3,103,0,3,7,32,17,19,3,0,0,0,3,8,93,0,3,0,10,11,16,3,0,0,0,6,0,53,0,0,0,13,8,18,11,5,0,0,8,6,71,0,0,3,12,10,13,12,6,0,0,4,0,57,0,0,0,4,3,6,3,0,0,0,13,5,38,0,0,0,0,5,4,3,0,0,0,3,0,25,0,0,0,0,0,3,0,0,0,0,15,6,23,0,0,4,25,6
LGA20260,0,3,0,4,0,0,0,0,0,0,0,3,12,0,3,7,0,0,0,0,0,0,0,0,0,14,6,5,20,14,5,4,0,0,0,0,0,5,61,10,33,26,27,7,3,0,0,0,0,0,8,112,3,7,38,50,9,5,0,0,0,0,3,3,118,0,3,22,18,5,5,4,0,0,0,0,0,45,8,3,27,50,12,9,3,0,0,0,0,8,117,6,0,23,28,9,12,0,0,0,0,0,3,79,3,0,13,37,10,7,8,0,0,0,6,6,80,0,0,5,14,10,13,0,0,0,0,0,0,53,0,0,3,16,6,11,8,0,0,0,0,0,47,0,0,4,8,0,4,0,0,0,0,0,3,26,0,0,0,5,3,5,10,4,0,0,0,0,32,0,0,0,7,0,0,4,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,24,4
LGA20570,4,7,20,18,12,20,10,4,0,0,3,20,115,17,28,29,34,14,12,10,3,0,0,4,15,161,55,120,200,135,59,59,16,9,5,0,0,37,698,62,226,272,213,83,107,37,3,5,0,8,39,1057,17,50,267,375,181,196,56,16,5,0,4,25,1193,9,18,106,174,94,113,51,9,0,0,0,15,599,8,35,182,352,217,305,119,24,3,4,4,27,1292,9,17,95,258,185,343,109,31,6,5,4,27,1091,7,13,81,178,170,306,141,34,5,3,3,22,958,0,0,33,103,125,227,147,38,6,3,3,14,709,0,5,29,86,117,233,238,53,0,0,8,19,785,4,0,10,30,43,143,122,49,0,0,9,6,417,6,3,13,16,18,61,91,42,7,0,0,13,267,0,0,3,7,6,36,45,41,3,0,4,3,146,0,0,3,9,4,4,13,8,0,0,0,0,41,9,11,55,109,67
LGA20660,5,9,8,6,5,20,53,37,12,5,4,33,202,21,20,14,8,4,12,19,12,3,3,0,11,141,51,128,70,37,20,43,79,19,9,0,12,40,512,47,250,95,60,32,50,77,43,6,0,0,39,690,18,35,106,61,48,125,154,53,6,0,8,25,640,4,5,74,62,20,34,82,41,6,4,0,22,354,16,29,52,100,59,163,283,117,22,5,10,31,891,10,8,30,48,52,156,327,132,25,9,9,23,822,5,12,19,36,57,182,411,209,30,4,14,19,998,3,3,9,28,42,112,328,180,36,5,14,27,787,5,3,25,26,42,137,486,371,77,12,13,24,1229,0,0,14,21,34,83,305,291,49,13,18,16,846,0,5,9,15,20,39,164,223,81,28,28,12,622,0,0,3,8,9,21,86,159,95,23,14,13,431,0,0,0,4,0,7,19,39,37,14,13,0,135,3,10,34,34,29
LGA20740,0,0,0,4,0,6,9,8,3,0,0,0,28,0,4,6,9,4,8,0,0,0,0,0,3,43,16,43,31,39,27,20,11,0,0,0,0,10,194,9,67,51,81,28,25,16,3,0,0,0,13,286,0,6,47,92,55,67,31,8,0,0,6,10,341,0,0,26,24,25,36,15,3,0,0,0,5,129,0,6,27,68,47,71,50,12,0,0,0,12,296,0,5,16,47,37,74,36,16,3,0,6,14,256,0,0,12,25,45,70,46,26,0,0,6,13,241,3,0,3,8,33,41,40,25,10,0,9,9,193,0,0,7,15,27,60,61,51,10,7,5,19,260,4,0,4,12,14,21,34,21,9,0,3,9,126,0,0,7,6,22,59,69,110,61,16,13,38,397,0,0,0,0,6,14,17,32,23,8,8,4,112,0,0,0,0,6,5,9,31,28,4,7,11,107,0,0,3,30,23
LGA20830,0,4,7,7,8,5,3,0,0,0,0,3,39,7,10,9,16,7,7,6,0,0,0,0,5,61,20,34,51,43,11,20,0,0,0,0,0,4,183,18,50,68,63,27,26,8,0,3,0,3,12,284,6,12,86,82,63,73,33,0,0,3,4,14,373,4,5,42,45,18,34,15,0,0,0,0,6,169,3,9,50,84,58,88,41,4,0,0,0,7,348,0,4,35,70,51,86,53,6,0,0,0,7,313,3,0,23,45,68,86,50,14,0,0,0,7,296,3,8,15,40,29,66,40,7,0,0,0,3,208,0,4,15,33,35,74,70,12,0,0,0,8,246,3,3,6,10,9,28,37,10,0,0,0,6,124,0,0,6,5,3,24,22,6,0,0,0,7,79,0,0,4,3,4,9,17,4,0,0,0,0,38,0,0,4,0,0,0,7,0,0,0,0,0,20,6,4,12,23,20
LGA20910,4,3,0,4,7,3,13,20,9,11,15,12,105,10,17,5,9,4,0,7,14,0,4,5,4,86,41,104,45,20,7,12,18,26,3,0,14,27,312,29,156,75,16,17,21,35,34,15,7,6,30,440,7,16,66,28,21,33,78,43,17,8,11,15,352,8,7,44,28,9,8,19,22,8,5,0,5,162,4,18,24,39,24,43,86,80,47,8,22,17,407,0,3,19,20,13,32,84,87,48,26,23,14,384,4,4,20,22,4,51,127,127,50,29,36,7,481,6,0,10,9,5,45,112,142,73,31,32,10,468,3,0,3,11,20,30,162,254,97,51,69,14,722,0,0,0,8,5,20,86,182,98,51,60,7,512,0,0,3,3,5,18,50,168,171,130,468,11,1035,0,0,0,0,3,8,27,131,113,102,229,11,625,0,0,0,0,0,4,15,28,58,39,156,3,297,4,4,24,18,5
LGA21010,0,0,6,3,0,4,0,0,0,0,0,0,16,0,4,10,5,5,4,0,0,0,0,0,0,26,10,24,35,20,7,5,3,0,0,0,0,4,105,11,44,56,41,18,7,3,0,0,0,0,5,187,8,5,52,74,28,18,5,0,0,0,0,5,183,3,0,23,20,17,5,0,0,0,0,0,3,75,3,8,24,64,33,23,11,0,0,0,0,0,166,0,0,9,41,28,21,7,0,0,0,0,4,109,3,0,7,49,19,22,4,0,0,0,0,0,110,0,0,4,15,19,13,9,0,0,0,0,0,73,0,0,3,19,21,18,14,0,0,0,0,0,84,0,0,0,10,5,13,5,3,0,0,0,0,39,0,0,4,0,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,15,16
LGA21110,4,4,10,28,43,62,98,112,42,26,37,29,491,11,16,19,15,24,37,35,37,16,4,5,12,221,33,58,43,46,38,50,62,67,29,9,17,24,473,33,115,72,57,20,54,85,63,13,8,20,26,569,18,24,79,80,50,96,130,110,37,14,19,30,682,3,3,24,22,4,21,67,60,27,5,12,7,251,4,12,32,49,45,116,227,183,60,21,37,35,819,5,8,27,40,41,105,308,285,74,31,40,16,996,3,0,21,53,39,127,395,346,121,44,44,30,1228,4,6,16,35,35,111,363,330,109,53,46,26,1137,4,8,15,38,26,130,523,712,240,100,113,46,1954,0,3,15,32,13,60,373,586,235,76,74,27,1496,0,3,14,18,16,36,240,560,352,201,422,37,1891,0,3,7,5,15,20,139,383,306,163,283,25,1357,0,0,3,7,0,13,35,104,138,101,251,5,659,5,3,22,20,15
LGA21180,0,3,25,33,24,68,93,18,0,0,3,46,323,13,15,24,28,20,32,37,5,0,0,3,7,187,30,64,93,128,78,122,138,17,3,0,9,53,740,33,96,114,138,86,131,154,21,3,0,7,43,823,13,19,91,163,114,234,234,41,4,0,4,43,976,13,18,90,107,85,182,191,28,5,0,7,39,760,13,15,57,184,153,337,439,66,0,6,16,44,1343,0,7,44,143,135,325,488,62,15,5,15,50,1290,3,8,31,120,129,345,498,97,5,6,13,30,1290,3,10,9,53,74,294,452,101,19,4,18,38,1066,12,6,23,60,89,299,682,175,22,3,20,49,1439,4,4,9,24,45,155,377,108,12,3,17,16,779,0,3,4,19,18,59,202,81,10,0,6,9,418,0,0,7,3,14,36,121,68,12,0,5,8,271,0,4,0,0,7,4,35,25,4,0,0,5,83,13,6,49,76,68
LGA21270,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,13,5,7,3,0,0,0,0,0,0,0,0,29,21,12,15,5,0,0,0,0,0,0,0,8,55,7,0,14,9,0,0,0,0,0,0,3,5,39,3,3,8,0,0,0,0,0,0,0,0,0,16,3,0,17,7,5,0,0,0,0,0,0,0,36,3,0,12,12,0,0,0,0,0,0,0,3,35,3,8,14,8,0,0,0,0,0,0,0,6,40,3,0,3,4,0,0,6,0,0,0,0,0,21,7,0,12,10,0,0,0,0,0,0,0,0,35,0,0,11,3,0,0,0,0,0,0,0,0,20,5,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,0
