LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA34530,35,21,36,56,44,28,7,0,0,240,966,569,467,905,1142,1192,795,421,135,6592,0,0,0,0,0,0,0,0,0,0,136,47,53,72,90,89,50,24,3,562,5,3,0,8,4,0,0,0,0,22,1925,1166,747,1134,1195,944,688,308,100,8203,4,0,3,0,4,7,0,6,0,28,12,4,10,14,11,8,3,0,0,76,24,22,12,27,17,22,25,0,0,147,5,6,7,3,11,8,3,3,0,40,52,32,35,50,60,57,49,22,6,360,0,0,0,0,0,0,0,0,0,0,29,20,9,18,10,25,15,7,0,137,63,37,30,37,40,38,25,5,0,268,85,69,51,159,290,369,217,120,39,1413,19,15,9,13,28,27,13,10,3,137,7,3,4,11,6,24,13,17,10,91,365,237,162,321,479,465,348,177,60,2609,229,111,85,105,138,94,42,23,3,835,25,14,10,14,20,12,8,6,0,105
LGA34570,0,0,0,0,0,0,0,0,0,0,106,82,55,51,35,24,16,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA34580,24,55,57,40,46,25,14,0,0,264,1115,673,561,862,1050,947,673,311,93,6287,0,0,0,0,0,0,0,0,0,0,233,127,100,142,139,138,109,44,21,1056,0,0,0,0,0,0,0,0,0,4,1613,1045,783,1007,1036,929,619,249,88,7368,72,44,12,53,62,30,55,25,12,362,7,6,8,10,3,9,10,7,0,59,61,23,20,30,42,34,27,13,4,262,37,20,15,12,14,16,10,5,0,124,602,322,249,333,365,312,259,163,61,2671,0,0,0,0,0,0,0,0,0,0,10,6,0,9,9,12,4,5,3,58,81,69,30,53,63,40,29,14,0,381,80,64,61,131,197,232,135,64,19,980,47,16,18,26,29,27,27,6,0,198,52,18,24,24,22,18,20,9,7,194,305,232,185,270,386,374,282,141,47,2225,266,146,119,124,152,131,77,32,14,1057,128,77,81,70,70,77,64,39,15,618
LGA34590,834,656,808,768,670,460,158,56,20,4432,8406,5596,5349,7621,8040,7455,4749,2073,689,49973,4,3,4,0,5,0,0,0,0,17,1509,913,951,936,888,746,411,172,57,6587,38,12,26,12,20,28,13,7,0,149,12308,8355,7764,8397,7831,6769,3665,1511,494,57089,99,48,69,54,81,91,52,14,8,520,462,357,381,421,388,363,196,86,16,2676,397,310,273,279,355,300,156,112,21,2191,1123,655,501,428,351,188,92,35,15,3396,986,625,605,659,682,653,448,283,78,5017,50,22,22,24,15,12,10,3,0,157,319,243,174,172,199,131,75,45,10,1376,1632,1094,914,870,892,674,313,131,23,6547,1170,748,796,1255,1734,1876,1064,469,158,9267,126,95,82,127,142,154,80,42,9,860,642,407,322,307,265,257,142,85,17,2443,2777,1979,1734,2130,2258,2214,1221,468,163,14945,2827,1792,1496,1440,1302,925,410,143,45,10377,218,129,139,131,125,101,51,16,11,922
LGA34710,0,0,3,4,5,3,0,0,0,13,198,89,153,126,180,128,86,72,27,1069,0,0,0,0,0,0,0,0,0,0,32,12,19,11,16,10,3,3,0,108,0,0,0,0,3,0,0,0,0,3,333,163,177,188,163,121,61,58,18,1276,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,7,5,3,3,6,3,7,0,0,0,34,0,0,0,0,4,4,0,0,0,6,0,3,0,6,5,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,14,13,3,8,0,0,0,52,10,8,14,19,25,24,9,9,0,118,11,3,6,0,3,5,0,0,0,36,0,0,0,0,0,3,0,0,0,4,77,24,37,51,69,54,27,15,11,363,26,7,10,6,5,6,6,0,3,79,3,0,0,0,4,0,0,0,0,17
LGA34770,87,98,123,119,138,61,19,0,0,647,3539,2250,2343,3035,3591,2884,1713,1035,375,20769,0,0,0,0,0,0,0,0,0,0,280,167,174,188,216,138,88,25,10,1281,3,0,3,5,4,0,3,0,0,20,7344,4591,4311,4692,4567,3222,1931,1092,297,32040,29,17,20,25,24,21,8,5,0,150,31,19,25,36,26,25,12,9,5,186,133,81,87,97,87,70,33,28,4,630,52,26,28,38,27,14,10,3,0,199,302,202,223,256,279,213,145,59,23,1707,5,0,3,12,4,0,0,0,0,21,34,20,37,32,38,15,16,0,0,193,387,229,207,232,238,134,52,24,5,1519,297,200,244,518,841,845,478,264,108,3797,37,34,24,36,54,45,28,9,4,278,138,96,86,114,117,91,59,23,12,730,1725,982,1221,1623,1872,1676,1060,578,183,10923,728,386,399,342,341,229,122,54,14,2619,111,61,61,70,50,51,34,29,0,467
LGA34800,0,0,0,0,0,0,0,0,0,0,42,35,49,35,40,34,26,11,3,272,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,38,42,50,43,41,38,22,10,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,12,11,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,15,16,10,15,8,4,0,95,4,7,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,10,3,0,8,7,0,0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,5,0,4,0,0,0,31,6,0,5,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,3,11,5,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,4,0,21,6,8,5,0,0,0,41,715,353,456,508,592,531,362,238,70,3835,0,0,0,0,0,0,0,0,0,0,17,12,8,17,16,8,3,3,0,82,0,0,0,0,0,0,0,0,0,0,875,448,535,496,418,328,200,105,25,3430,22,7,16,14,8,10,3,4,0,87,0,0,0,0,3,4,0,0,0,10,13,10,9,9,5,5,3,4,0,61,3,5,3,6,0,3,0,0,0,19,32,29,35,32,22,9,14,4,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,13,21,21,17,11,11,5,0,136,42,36,47,89,94,98,89,38,16,542,13,10,15,10,11,16,7,0,0,91,8,4,3,0,3,0,5,0,0,36,126,90,111,137,170,154,103,44,13,945,53,20,32,27,28,22,10,0,0,191,3,0,3,0,0,0,0,0,0,9
LGA34880,23,14,27,28,47,59,19,3,0,222,359,198,199,379,482,538,397,197,56,2806,0,0,0,0,0,0,0,0,0,0,55,24,12,42,22,29,22,8,0,214,0,0,0,0,0,0,0,0,0,0,1132,644,463,752,743,717,638,421,89,5595,25,12,6,4,14,0,5,0,0,65,3,4,6,3,8,6,3,7,0,53,43,4,18,26,15,29,17,5,0,162,0,0,3,0,0,0,3,0,0,15,37,17,17,32,33,33,24,12,3,199,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,28,65,30,30,32,44,29,19,3,8,254,43,18,15,78,102,158,107,43,21,597,6,0,5,3,3,11,3,5,0,35,236,131,113,93,81,59,28,13,4,761,151,91,52,138,158,166,158,52,23,995,122,55,41,50,72,58,39,11,8,465,0,3,0,0,0,0,7,0,0,15
LGA35010,470,363,536,577,502,346,132,32,3,2963,12334,7243,6955,11639,11520,11398,8446,4433,1658,75628,3,4,0,0,0,0,0,0,0,15,2296,1370,1198,1509,1494,1207,769,356,156,10347,89,54,46,37,45,44,35,19,14,376,18755,11356,9938,12799,12039,10016,6414,3188,1036,85543,70,110,48,63,104,104,82,61,23,652,350,212,189,250,253,151,130,55,22,1606,518,322,361,364,360,337,229,123,37,2658,576,252,231,233,173,131,68,42,9,1701,1574,775,688,929,881,769,582,339,89,6623,29,10,15,13,7,4,0,0,0,88,238,132,143,140,166,130,72,46,13,1082,1421,916,686,782,779,618,325,134,27,5688,1397,911,929,1837,2416,2856,2034,1161,436,13965,218,161,142,183,203,232,200,135,39,1509,384,211,198,254,199,180,129,66,13,1636,4001,2669,2229,3232,3821,4060,2940,1392,610,24953,3197,1887,1626,1663,1565,1191,642,263,109,12144,296,151,201,172,134,145,116,88,48,1351
LGA35250,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,10,13,9,4,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,6,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,52,64,51,60,27,20,7,0,452,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA35300,20,13,36,27,14,6,0,0,0,109,440,309,481,449,468,347,174,77,19,2761,0,0,0,0,0,0,0,0,0,0,158,63,107,70,46,45,12,4,4,508,8,3,0,3,10,0,0,0,0,18,1518,876,998,892,778,455,261,100,15,5895,0,0,3,3,0,0,0,0,0,7,9,9,16,14,17,12,0,8,8,100,17,14,5,24,14,7,0,6,0,96,16,17,9,10,6,12,9,7,0,84,63,53,43,51,68,45,35,22,0,380,0,4,0,0,0,0,0,0,0,4,15,3,8,10,5,4,3,4,0,50,91,48,37,51,50,20,6,4,0,300,51,32,57,96,122,103,56,24,3,543,14,9,10,14,6,5,3,3,0,64,18,14,11,13,18,6,5,0,0,88,262,127,148,192,196,119,58,22,10,1125,128,75,99,67,61,27,5,9,0,466,9,4,3,9,12,3,0,0,0,36
LGA35600,10,11,8,10,3,0,0,0,0,45,218,131,133,163,228,180,150,85,39,1324,0,0,0,0,0,0,0,0,0,0,11,5,11,4,4,5,0,0,0,42,0,0,0,0,0,0,0,0,0,0,385,223,193,215,203,167,85,76,25,1567,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,5,4,0,0,15,10,0,4,3,0,0,0,0,0,21,20,7,16,4,12,4,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,3,4,0,0,0,25,14,7,14,23,56,49,32,19,4,224,0,4,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,6,29,22,28,27,23,27,17,8,0,184,27,11,11,6,8,8,3,0,0,79,0,0,0,0,0,5,0,5,0,9
LGA35670,0,0,0,0,0,0,0,0,0,0,54,29,31,21,23,18,6,8,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,10,9,6,0,0,0,0,74,4,6,0,3,12,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,69,44,60,32,27,18,4,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
LGA35740,96,58,83,140,162,139,45,10,0,731,1391,640,535,1249,1574,1904,1690,913,384,10283,0,0,0,0,0,0,0,0,0,0,67,45,36,52,102,89,83,41,8,537,0,0,0,0,0,0,0,6,0,5,1691,928,659,1196,1588,1413,1040,485,171,9166,0,3,0,3,4,7,10,3,0,32,28,10,22,40,34,28,24,9,9,207,41,50,12,43,72,39,29,19,10,320,3,0,4,3,0,0,3,3,0,21,137,78,50,97,120,122,101,62,19,785,0,0,0,0,0,0,0,0,0,0,6,6,5,16,10,15,11,11,0,81,99,76,43,55,71,76,35,15,5,472,113,57,56,154,305,418,336,219,93,1751,16,9,9,14,14,18,15,10,3,102,43,13,19,19,26,11,12,0,0,140,288,195,135,248,419,480,412,242,101,2518,298,190,129,156,229,200,129,52,16,1400,5,5,0,3,4,7,14,6,0,43
LGA35760,6,8,11,6,3,3,5,0,0,35,475,200,231,335,418,469,427,219,67,2842,0,0,0,0,0,0,0,0,0,0,37,17,14,23,26,29,22,20,0,186,3,0,0,8,0,7,12,0,0,27,336,139,159,208,218,277,161,72,11,1575,14,3,4,5,3,3,0,3,0,40,0,0,0,3,0,3,0,0,0,8,13,3,5,3,9,5,20,5,4,71,0,4,3,3,0,3,5,3,0,17,40,28,22,21,41,37,34,18,6,241,0,0,0,0,0,0,0,0,0,0,7,5,9,4,9,10,0,0,3,46,22,10,12,10,25,34,16,4,0,138,55,39,41,60,84,113,105,53,21,580,5,4,0,0,7,3,0,0,0,20,4,0,5,6,5,8,9,0,0,39,161,71,89,119,151,148,154,66,24,974,54,24,25,34,28,42,27,4,0,237,24,3,8,12,18,16,19,17,6,123
LGA35780,3,0,0,0,0,0,0,0,0,8,290,183,113,100,90,74,27,21,6,900,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,20,14,15,15,12,12,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,4,3,3,0,0,0,0,66,13,4,0,7,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,181,69,51,44,37,18,9,4,0,409,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,13,4,7,3,11,3,0,0,0,46,24,16,9,12,13,7,0,0,0,73,14,11,5,3,10,0,0,0,0,37
LGA35790,0,0,0,0,0,0,0,0,0,0,152,89,74,91,73,49,10,9,0,545,0,0,0,0,0,0,0,0,0,0,47,35,21,20,20,0,4,0,0,151,0,0,0,0,0,0,0,0,0,0,398,230,142,145,118,70,18,8,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,24,17,25,16,12,5,0,0,135,4,3,3,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,5,11,0,8,4,0,0,0,0,30,3,0,3,3,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,70,41,48,64,103,94,78,40,12,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,177,78,75,83,80,83,40,22,5,653,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,3,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,9,4,0,6,3,14,4,10,3,0,48,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,0,0,0,7,9,9,15,21,21,16,16,0,0,102,3,0,0,3,6,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,3,0,0,0,0,0,5,114,65,74,84,51,37,22,10,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,5,4,9,7,6,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,5,0,0,3,0,0,0,5,52,22,30,45,52,32,35,10,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,34,39,44,67,46,24,18,3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,5,9,10,5,5,0,6,59,10,7,4,5,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
LGA36250,200,146,169,256,212,178,53,23,3,1240,4657,3045,2441,4311,5137,4807,3298,1920,866,30492,0,0,0,0,0,0,0,0,0,0,809,570,365,549,660,478,285,154,83,3959,12,3,9,6,4,11,5,5,4,62,6915,4638,3394,4437,4968,3942,2348,1269,433,32341,46,24,17,25,41,37,31,10,3,239,176,144,99,151,184,148,88,49,10,1044,140,114,116,99,108,106,72,45,15,822,196,106,89,102,74,66,41,26,11,712,506,282,189,345,360,320,230,162,100,2501,10,4,3,3,0,4,0,0,0,27,49,32,32,48,54,48,34,33,13,348,382,251,195,238,276,261,118,63,11,1786,504,414,299,676,1016,1063,771,482,220,5446,72,49,39,58,74,88,68,38,9,490,54,44,37,55,58,53,63,76,84,524,1485,1154,884,1205,1589,1700,1124,665,315,10117,904,564,418,496,562,461,273,96,49,3825,98,59,45,67,58,66,48,28,5,476
LGA36300,0,3,0,0,0,0,0,0,0,3,40,24,24,25,39,39,23,8,7,238,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,34,30,35,44,33,19,18,10,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,12,15,5,0,6,0,65,14,0,0,7,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
LGA36370,94,78,143,115,82,45,21,5,0,583,2632,1734,1644,2009,2239,2054,1502,993,317,15134,0,0,0,0,0,0,0,0,0,0,445,283,251,236,297,228,111,69,26,1943,5,7,0,0,10,4,4,0,0,37,4349,3234,2611,2473,2640,2012,1324,923,248,19817,12,4,18,11,14,14,9,7,0,92,29,20,19,22,23,16,10,3,0,136,69,46,57,68,61,53,35,27,0,415,62,32,44,33,20,31,13,4,4,243,150,112,122,99,117,96,70,34,3,803,6,0,9,4,0,0,0,0,0,15,39,18,25,16,19,12,11,4,0,145,198,113,99,101,108,71,40,21,7,754,256,224,230,387,654,693,525,371,146,3487,102,60,69,85,83,81,78,39,15,615,53,36,20,29,28,26,18,4,7,213,870,678,615,745,1027,925,627,438,141,6069,527,336,294,265,295,186,98,41,16,2059,21,17,13,14,14,16,12,4,0,114
LGA36510,47,33,53,62,71,44,24,7,0,331,1219,687,602,1065,1241,1344,1034,495,190,7873,0,0,0,0,0,0,0,0,0,0,190,100,75,130,143,142,101,41,19,934,0,0,0,0,0,5,0,3,0,9,1606,831,602,999,1132,938,729,369,105,7321,46,40,19,32,40,43,64,26,7,317,17,5,10,13,15,7,11,10,0,85,73,35,37,48,42,33,27,16,4,323,3,4,4,3,6,9,9,6,0,58,197,137,106,146,201,159,182,112,48,1286,0,0,0,4,0,0,0,0,0,7,12,3,7,7,16,9,3,3,0,59,82,67,41,51,67,58,30,16,4,414,132,58,53,157,223,264,180,110,40,1226,46,18,14,32,32,35,20,12,4,212,21,10,5,20,19,17,28,5,3,136,486,317,265,402,477,588,402,246,131,3308,306,132,100,160,232,171,87,46,16,1258,16,0,3,9,9,14,11,4,0,64
