SA3_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
60303,7,27,16,9,6,0,0,72,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,11,13,36,30,22,14,0,0,112,0,3,6,0,0,0,0,9,3,3,0,0,0,0,0,5,5,5,7,5,0,0,0,15,14,42,32,23,20,0,0,128,15,21,19,9,16,0,0,77,0,0,0,0,0,0,0,7,29,71,48,29,35,0,0,210
60401,106,188,148,124,126,17,3,710,13,10,11,6,11,3,0,62,10,9,10,7,5,0,0,44,162,303,268,213,280,45,12,1286,0,20,9,14,13,0,0,56,14,37,19,13,17,3,0,111,18,60,31,24,29,4,0,169,180,364,301,244,309,52,12,1450,323,292,164,115,117,16,11,1042,5,10,9,10,0,0,0,35,508,666,476,365,428,69,18,2527
60402,127,208,158,101,131,19,8,752,15,10,8,12,12,0,0,57,10,3,8,5,5,0,0,28,193,331,299,199,258,53,21,1347,6,18,10,10,10,3,0,50,9,26,20,13,18,4,0,84,12,43,29,25,20,9,0,134,206,377,324,223,283,59,21,1488,234,285,157,107,100,16,0,904,7,6,6,0,0,0,0,17,440,665,483,329,378,77,31,2412
60403,24,38,45,23,21,8,0,166,8,9,0,0,0,0,0,14,0,0,4,0,0,0,0,14,45,78,79,60,48,9,0,332,5,9,10,5,4,0,0,35,3,13,4,0,4,0,0,28,3,18,20,11,10,0,0,62,53,100,97,69,55,16,0,391,88,83,38,30,28,0,0,271,0,0,3,0,0,0,0,0,139,177,137,100,85,19,0,664
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,29,42,17,17,15,3,0,123,0,6,0,0,8,0,0,16,0,0,0,0,0,0,0,5,70,149,98,70,102,17,10,525,4,3,3,0,0,0,0,15,0,0,3,0,3,0,0,16,8,9,6,5,3,0,3,27,80,158,101,68,104,19,13,553,37,39,21,11,9,6,3,125,0,3,0,3,0,0,0,12,121,201,120,85,116,24,21,689
70102,76,155,85,75,65,17,7,480,17,12,8,10,7,3,0,54,9,8,0,8,0,0,0,27,186,424,281,211,280,64,33,1470,8,28,13,8,11,3,0,66,9,25,13,11,3,0,0,63,11,56,22,22,13,3,0,130,200,477,303,232,288,62,33,1600,245,221,137,93,68,13,12,780,17,23,7,11,0,0,0,61,464,719,445,334,363,80,39,2443
70103,22,30,21,18,16,0,0,110,5,18,7,4,0,0,0,37,0,4,0,0,0,0,0,8,51,122,92,65,70,9,0,414,6,4,0,0,6,0,0,17,5,3,4,3,0,0,0,18,7,7,9,5,6,0,0,35,59,134,105,71,73,9,0,450,33,44,32,16,14,0,0,141,4,5,0,7,0,0,0,12,93,180,133,87,89,9,0,604
70104,75,137,84,63,37,6,0,398,16,14,3,0,3,4,0,49,3,5,7,0,0,0,0,19,239,426,295,217,192,34,13,1408,6,28,11,16,9,0,0,70,11,21,14,6,5,0,0,50,20,44,24,19,13,0,0,119,255,470,317,234,198,34,13,1525,195,211,100,77,63,5,8,646,14,10,4,6,7,0,0,44,462,691,422,313,269,39,12,2216
70201,48,96,71,36,38,4,0,294,14,17,13,4,0,0,0,45,9,10,8,3,3,5,0,36,145,279,204,136,139,14,3,931,24,22,14,9,9,0,0,75,9,7,10,6,0,0,0,35,24,37,25,16,14,0,0,112,176,314,235,147,157,14,3,1042,334,329,199,120,59,3,0,1048,10,7,11,10,4,0,0,48,524,658,437,282,221,20,3,2138
70202,10,17,14,3,6,0,0,53,3,0,3,0,0,0,0,6,0,0,7,0,3,0,0,7,21,34,32,14,17,0,0,114,9,14,9,3,0,0,0,29,7,5,0,0,0,0,0,15,17,15,9,7,3,0,0,45,37,53,36,19,20,0,0,166,95,84,40,27,8,0,0,259,5,3,4,0,0,0,0,13,137,139,83,44,27,0,0,433
70203,16,32,20,9,7,0,0,92,3,11,3,9,4,0,0,28,0,0,5,0,0,0,0,9,37,92,50,38,19,5,0,239,4,15,7,13,3,0,0,41,3,16,4,5,5,0,0,37,10,28,13,18,12,0,0,79,50,119,64,51,31,5,0,320,128,191,123,90,29,3,0,565,3,12,5,9,0,0,0,28,183,321,190,146,59,3,0,915
70204,17,33,25,13,12,0,0,98,4,7,0,0,0,0,0,12,4,3,3,0,6,0,0,11,42,68,63,44,36,4,0,257,4,9,3,8,0,0,0,22,0,5,11,5,0,0,0,28,3,18,14,12,0,0,0,51,45,89,74,51,35,4,0,308,137,155,112,67,38,8,4,518,3,6,5,0,0,0,0,21,188,254,194,115,82,13,4,850
70205,29,41,28,19,12,0,0,121,9,6,3,3,0,0,0,21,6,6,3,3,3,6,0,22,72,103,93,61,46,7,0,383,17,18,14,16,4,3,0,70,12,15,3,7,0,0,0,44,30,33,19,21,3,3,0,114,102,143,109,83,49,11,0,494,147,218,141,73,40,6,0,628,9,16,5,3,5,0,0,38,256,376,253,167,95,12,0,1161
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,161,254,203,111,141,45,31,935,31,27,16,11,22,5,0,114,8,11,7,0,6,0,0,29,331,703,519,376,505,194,105,2731,4,13,7,12,14,4,5,56,21,34,20,13,20,3,0,108,24,47,32,18,30,3,6,163,354,745,552,401,536,201,109,2889,271,276,161,96,125,32,24,989,9,6,6,3,4,0,0,30,628,1032,717,495,671,231,138,3913
80103,0,3,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,3,0,0,26,5,7,0,4,0,0,0,8,0,0,0,0,0,0,0,0,7,11,9,4,3,0,0,35
80104,131,186,138,70,111,24,15,674,25,24,13,0,3,8,4,78,15,4,0,3,5,3,0,32,348,617,445,272,412,147,55,2306,11,12,6,5,6,5,0,44,8,19,3,8,9,3,0,51,20,33,17,8,15,6,0,98,370,651,462,284,427,153,55,2397,164,185,95,56,83,28,20,631,6,8,4,0,4,4,0,28,538,846,563,335,513,181,75,3059
80105,35,89,66,39,51,17,14,316,8,7,3,6,4,3,0,26,0,0,0,0,5,0,0,0,111,234,185,155,202,84,39,1013,4,7,5,9,3,0,4,35,4,5,4,3,3,4,0,18,7,15,9,11,6,3,4,50,115,247,200,161,207,89,42,1058,80,71,33,28,44,21,16,293,3,3,0,0,0,0,0,9,195,324,234,191,252,111,60,1362
80106,23,44,23,10,32,12,3,150,7,4,4,0,3,0,0,20,0,0,0,0,0,0,0,0,66,154,117,77,150,55,26,638,3,3,0,8,3,0,0,24,6,7,0,0,0,0,0,17,8,13,0,8,5,0,0,39,71,164,115,85,154,54,25,679,33,29,21,19,25,16,13,160,0,0,0,0,4,0,0,9,107,200,141,105,182,70,37,845
80107,171,255,147,97,153,48,20,897,37,33,14,11,18,8,6,117,12,10,9,0,8,0,0,36,369,684,482,367,552,190,83,2731,11,17,10,8,6,5,3,51,8,25,18,9,11,5,0,77,24,38,28,16,15,9,9,123,391,724,509,376,566,197,91,2859,259,317,166,113,124,34,20,1037,0,6,9,9,0,0,0,18,657,1047,683,498,695,227,110,3918
80108,28,51,33,25,45,15,7,200,6,7,8,3,4,0,0,23,9,0,0,0,0,0,0,11,69,164,106,103,119,46,34,644,0,5,4,5,5,0,0,22,0,3,0,3,0,0,0,6,0,13,3,7,5,0,0,30,72,173,115,112,121,46,39,675,36,42,37,15,27,7,0,162,0,3,0,0,0,0,0,3,106,222,145,127,151,52,40,844
80109,25,63,48,30,49,22,12,246,12,9,3,0,0,3,0,28,0,0,4,3,0,0,0,9,69,205,159,127,169,86,38,847,3,3,7,5,5,5,4,30,5,4,7,9,3,0,0,26,6,13,12,7,10,6,4,59,78,212,169,136,178,92,46,908,45,45,55,20,34,12,6,210,4,3,0,0,0,0,0,8,120,258,226,153,214,105,47,1125
80110,19,34,9,9,13,3,0,95,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,37,106,53,27,49,18,14,302,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,5,0,0,0,0,0,9,46,111,53,25,51,18,14,319,26,22,7,8,4,5,8,80,0,0,0,0,0,0,0,0,67,134,61,35,56,25,20,400
80111,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,5,5,0,0,0,17,10,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,7,8,12,7,5,0,0,34
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,8,3,3,4,0,0,24,0,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,6,7,6,3,13,0,0,33
90102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
90103,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,17,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,4,4,7,3,0,0,0,23
90104,7,11,5,3,3,0,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,15,12,10,10,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,12,10,10,0,0,59,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,6,20,16,11,12,0,0,70
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
