Australian Bureau of Statistics

"2021 Census - employment, income and education"
"AGE10P Age in Ten Year Groups and 1-digit level HEAP Level of Highest Educational Attainment by SA1 (UR) by 1-digit level OCCP Occupation"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" 0-9 years,  Postgraduate Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",122,162,32,36,116,49,11,35,13,18,2815,3405,
"Segment 02",136,224,67,91,188,82,31,53,13,46,3821,4757,
"Segment 03",144,162,33,60,122,42,22,31,13,22,3290,3939,
"Segment 04",71,122,76,65,158,44,42,64,16,25,2696,3383,
"Segment 05",115,153,74,95,169,48,52,69,13,35,2980,3795,
"Segment 06",40,38,57,74,83,33,44,54,10,25,1876,2336,
"Segment 07",35,54,35,51,54,25,61,70,5,19,1564,1976,
"Segment 08",107,185,49,75,125,63,27,49,9,29,4579,5297,
"Segment 09",55,66,33,27,85,31,21,40,6,41,2248,2653,
"Segment 10",47,57,47,39,74,33,39,52,11,14,2279,2702,
"Segment 11",63,128,68,88,153,47,66,74,10,39,3152,3892,
"Segment 12",72,86,75,80,133,48,63,72,12,29,2799,3463,
"Segment 13",51,73,56,74,88,59,73,70,8,34,4195,4773,
"Segment 14",52,97,62,101,102,35,75,77,18,44,3612,4270,
"Segment 15",11,23,14,31,22,21,14,28,5,17,1129,1317,
"Segment 16",40,56,22,23,46,25,23,30,7,15,2520,2806,
"Segment 17",42,55,50,51,65,28,58,74,3,25,2270,2727,
"Segment 18",30,51,15,29,38,21,19,21,5,11,1349,1588,
"Segment 19",41,92,78,90,103,54,66,79,13,35,3025,3686,
"Segment 20",81,152,99,109,178,65,84,99,20,47,4726,5659,
"Segment 21",53,61,23,30,29,28,21,38,7,16,2479,2788,
"Segment 22",29,36,17,26,35,25,17,43,11,18,1676,1937,
"Segment 23",53,56,57,63,104,41,47,70,9,32,2495,3024,
"Segment 24",58,88,73,84,121,59,49,84,12,32,3249,3915,
"Segment 25",54,87,59,84,124,40,72,94,13,35,4163,4816,
"Segment 26",30,36,48,44,54,15,58,63,10,34,2987,3387,
"Segment 27",44,66,71,77,96,58,92,103,16,47,4603,5261,
"Segment 28",23,21,36,38,46,21,58,66,12,35,2553,2907,
"Segment 29",32,55,66,93,84,41,89,110,6,46,4148,4777,
"Segment 30",29,50,61,94,86,46,102,131,14,50,4253,4924,
"Segment 31",74,87,74,112,108,64,132,192,24,65,8862,9794,
"Segment 32",12,41,34,88,50,27,72,136,14,53,6688,7213,
"Segment 33",55,86,65,90,128,55,87,85,7,28,2784,3468,
"Segment 34",98,113,93,103,135,77,66,81,9,38,3992,4808,
"Segment 35",126,139,91,153,171,86,91,127,22,47,6402,7452,
"Segment 36",92,148,116,199,149,78,130,217,14,48,6508,7719,
"Segment 37",119,156,100,232,161,116,169,277,33,72,9270,10695,
"Segment 38",137,140,100,190,173,114,145,219,24,62,11042,12342,
"Segment 39",51,27,25,15,35,12,22,37,6,16,1852,2107,
"Segment 40",60,53,41,84,68,37,42,71,6,32,3083,3569,
"Segment 41",79,24,18,50,28,13,40,54,12,19,2026,2367,
"Segment 42",57,16,16,19,16,13,13,32,4,7,925,1104,
"Segment 43",117,45,43,60,56,18,59,100,3,27,3092,3626,
"Segment 44",372,164,141,130,165,103,182,262,28,81,10060,11686,
"Segment 45",219,63,36,54,67,35,61,74,6,36,3017,3669,
"Segment 46",317,83,62,83,95,55,88,137,16,49,5475,6451,
"Segment 47",39,11,8,16,12,4,19,24,3,14,1466,1614,
"Segment 48",20,38,23,38,15,6,22,41,5,17,2025,2247,
"Segment 50",14,0,5,0,6,5,7,5,0,3,374,424,
"Total",3798,4025,2638,3654,4519,2176,2950,4100,550,1631,178459,208505,


" 60-69 years,  Not applicable"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 04",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 32",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 38",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,0,0,0,0,0,0,0,0,0,0,


" 70-79 years,  Postgraduate Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",371,1260,15,18,95,27,7,9,29,7,4109,5936,
"Segment 02",220,908,27,22,80,17,7,14,17,0,4613,5924,
"Segment 03",276,990,10,14,69,29,5,15,21,5,3521,4962,
"Segment 04",62,259,9,12,14,6,6,12,4,3,1407,1788,
"Segment 05",97,435,12,21,28,0,5,10,6,0,2180,2791,
"Segment 06",18,57,0,4,9,6,3,3,0,0,341,440,
"Segment 07",13,54,5,4,11,3,4,0,0,0,396,488,
"Segment 08",206,928,17,21,86,37,8,13,23,3,3640,4973,
"Segment 09",97,359,3,11,31,9,7,9,6,7,1715,2250,
"Segment 10",46,234,7,10,15,0,0,5,4,3,1136,1456,
"Segment 11",61,317,17,5,27,11,7,3,9,0,1716,2171,
"Segment 12",21,117,7,8,15,0,0,3,7,0,612,777,
"Segment 13",21,86,0,0,13,4,6,3,0,0,778,915,
"Segment 14",28,167,0,12,18,5,5,6,0,3,792,1031,
"Segment 15",15,43,0,3,6,0,0,0,3,0,267,336,
"Segment 16",83,283,5,10,23,8,0,4,12,4,1246,1674,
"Segment 17",21,109,0,4,17,3,5,4,0,0,630,802,
"Segment 18",64,287,7,12,20,5,7,0,7,0,1329,1742,
"Segment 19",24,122,3,5,10,7,0,0,3,0,732,913,
"Segment 20",90,347,15,7,44,12,0,10,10,4,2234,2765,
"Segment 21",89,376,0,13,33,8,0,7,6,0,1524,2063,
"Segment 22",15,101,3,8,9,0,5,3,0,0,561,707,
"Segment 23",24,157,5,10,14,3,0,6,0,0,870,1092,
"Segment 24",36,197,5,10,14,9,9,9,5,0,1137,1422,
"Segment 25",42,237,8,16,18,4,0,9,6,0,1369,1700,
"Segment 26",13,76,0,5,8,3,0,9,0,0,426,532,
"Segment 27",31,81,0,10,10,0,0,4,0,4,681,826,
"Segment 28",4,35,3,5,5,0,0,0,0,0,224,272,
"Segment 29",5,70,0,4,7,4,5,5,0,0,440,538,
"Segment 30",11,64,6,8,9,0,0,4,0,0,419,525,
"Segment 31",37,164,0,15,16,6,0,11,0,0,1037,1280,
"Segment 32",10,73,3,0,8,0,0,0,0,0,502,606,
"Segment 33",17,88,3,3,9,4,4,0,3,0,601,725,
"Segment 34",57,207,7,3,28,5,5,8,0,0,1265,1587,
"Segment 35",76,313,15,8,30,7,5,3,6,0,2098,2556,
"Segment 36",37,161,0,9,19,3,3,3,0,0,1167,1398,
"Segment 37",33,187,0,16,20,5,3,0,5,0,1277,1549,
"Segment 38",65,289,0,11,29,10,0,9,3,0,2670,3105,
"Segment 39",40,43,0,0,7,0,0,0,0,0,242,338,
"Segment 40",33,95,4,3,8,3,0,6,0,0,532,682,
"Segment 41",11,19,0,0,6,0,0,0,0,0,132,168,
"Segment 42",22,33,0,3,0,0,0,3,0,0,156,233,
"Segment 43",48,84,4,0,10,0,0,4,5,0,407,560,
"Segment 44",212,247,6,12,21,6,6,16,11,0,1351,1892,
"Segment 45",72,71,0,9,5,0,0,7,3,3,347,509,
"Segment 46",66,77,4,0,9,4,0,0,0,0,330,487,
"Segment 47",11,8,0,0,0,0,0,0,0,0,59,75,
"Segment 48",3,6,0,0,4,0,0,0,0,0,27,44,
"Segment 50",5,4,0,4,0,0,0,0,0,0,63,78,
"Total",2950,10928,253,387,953,278,132,230,222,54,55289,71670,


" 70-79 years,  Graduate Diploma and Graduate Certificate Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",63,201,8,17,51,14,0,4,6,0,1669,2029,
"Segment 02",67,232,7,16,55,13,9,11,8,0,2396,2809,
"Segment 03",65,211,4,12,46,20,5,5,5,3,1542,1917,
"Segment 04",14,87,4,13,20,4,3,4,0,0,922,1078,
"Segment 05",32,126,11,3,25,3,4,6,3,0,1417,1630,
"Segment 06",11,21,5,0,9,0,0,3,0,0,226,270,
"Segment 07",0,16,0,0,3,0,0,0,0,0,184,203,
"Segment 08",52,193,7,22,40,12,4,6,4,0,1656,2002,
"Segment 09",16,86,0,8,23,10,0,6,0,0,848,994,
"Segment 10",6,61,0,0,12,0,0,0,0,0,554,633,
"Segment 11",20,110,8,9,19,8,6,3,6,0,1035,1214,
"Segment 12",10,46,0,3,6,3,0,9,0,0,524,607,
"Segment 13",9,30,0,4,16,4,0,3,3,0,533,601,
"Segment 14",4,46,0,7,12,0,0,4,0,0,531,612,
"Segment 15",4,11,0,4,3,0,0,0,0,0,118,132,
"Segment 16",23,61,0,6,11,5,5,3,0,0,449,567,
"Segment 17",9,35,0,0,7,0,3,3,0,0,313,364,
"Segment 18",20,70,8,6,8,3,0,6,0,0,546,668,
"Segment 19",8,34,4,6,6,3,0,3,0,0,525,592,
"Segment 20",26,132,10,11,35,6,3,3,8,0,1654,1886,
"Segment 21",18,68,5,4,15,4,0,5,0,0,639,765,
"Segment 22",10,21,0,3,8,0,0,0,0,0,284,327,
"Segment 23",13,52,0,4,9,3,4,5,0,0,486,578,
"Segment 24",13,70,4,12,14,3,4,0,4,0,940,1058,
"Segment 25",21,82,3,8,17,7,0,0,0,0,903,1050,
"Segment 26",9,10,3,0,0,0,0,3,0,0,171,193,
"Segment 27",3,33,0,10,10,0,4,0,0,0,351,413,
"Segment 28",0,14,0,4,7,0,0,0,0,0,147,176,
"Segment 29",0,17,6,4,8,4,0,0,0,0,326,368,
"Segment 30",10,35,0,0,3,0,0,0,0,0,406,462,
"Segment 31",10,47,4,6,17,7,3,3,0,0,632,723,
"Segment 32",3,21,0,0,9,4,0,3,0,0,241,277,
"Segment 33",13,52,0,3,7,0,0,0,0,0,478,559,
"Segment 34",12,75,6,9,16,0,0,0,0,0,962,1098,
"Segment 35",33,97,5,10,27,6,0,3,3,0,1526,1714,
"Segment 36",17,57,4,11,15,3,5,4,0,0,1133,1251,
"Segment 37",24,101,9,14,11,4,5,5,0,0,1167,1338,
"Segment 38",32,84,10,11,25,6,0,9,4,0,1914,2093,
"Segment 39",11,17,0,0,3,0,0,0,0,0,163,202,
"Segment 40",28,33,3,3,10,0,0,5,0,0,317,402,
"Segment 41",3,9,0,0,0,0,0,0,0,0,106,124,
"Segment 42",17,11,0,0,0,0,0,5,0,6,90,131,
"Segment 43",22,28,0,8,7,0,0,4,0,0,286,362,
"Segment 44",111,92,5,15,27,3,0,13,0,0,917,1178,
"Segment 45",43,30,0,3,13,6,0,8,0,0,297,397,
"Segment 46",48,27,6,0,14,0,0,0,4,0,313,409,
"Segment 47",5,4,0,0,0,0,0,0,0,0,27,38,
"Segment 48",4,9,0,0,0,0,0,0,0,0,37,53,
"Segment 50",0,3,0,0,0,0,0,0,0,0,24,31,
"Total",996,3008,157,326,694,173,73,158,74,24,32905,38585,


" 70-79 years,  Bachelor Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",655,1852,39,61,273,118,16,30,80,10,9303,12441,
"Segment 02",380,1451,70,79,276,84,35,38,48,9,11048,13511,
"Segment 03",671,1505,33,44,275,86,24,41,56,6,8306,11056,
"Segment 04",125,412,29,27,95,22,15,21,6,4,4227,4991,
"Segment 05",170,708,38,48,122,43,20,36,11,7,6584,7795,
"Segment 06",29,99,14,8,14,8,4,11,0,0,1332,1526,
"Segment 07",22,84,6,17,32,13,10,19,0,0,1440,1632,
"Segment 08",320,1229,59,68,190,71,36,40,32,10,7869,9916,
"Segment 09",136,535,35,33,124,38,9,36,12,4,5017,5981,
"Segment 10",87,339,20,29,68,21,11,16,8,5,2982,3578,
"Segment 11",127,535,29,38,117,21,23,33,10,7,5420,6371,
"Segment 12",57,199,22,28,40,18,9,15,4,3,2597,2980,
"Segment 13",52,170,17,13,35,8,12,16,0,3,3148,3481,
"Segment 14",62,256,5,32,29,14,14,20,0,0,2629,3070,
"Segment 15",18,58,8,15,8,3,5,5,0,0,869,989,
"Segment 16",148,386,22,22,82,21,12,13,19,0,2960,3697,
"Segment 17",47,194,24,23,54,12,13,21,0,0,2404,2795,
"Segment 18",106,341,23,19,48,31,7,15,8,4,2414,3017,
"Segment 19",43,234,12,26,34,13,6,25,9,0,2565,2958,
"Segment 20",128,554,33,50,102,38,12,34,11,4,6931,7908,
"Segment 21",162,443,21,38,71,45,6,21,17,8,3314,4150,
"Segment 22",34,127,7,11,32,11,7,20,4,3,1804,2070,
"Segment 23",72,280,17,27,44,16,11,18,3,0,2435,2916,
"Segment 24",85,320,18,39,58,14,13,19,5,0,4130,4711,
"Segment 25",78,398,26,40,59,35,15,26,3,6,4179,4866,
"Segment 26",20,120,17,17,30,10,8,17,3,0,1848,2095,
"Segment 27",40,175,15,35,44,15,3,25,3,0,2637,2999,
"Segment 28",7,67,9,9,12,3,4,11,0,0,1104,1227,
"Segment 29",23,126,3,17,22,9,9,11,0,6,1930,2157,
"Segment 30",26,119,13,21,30,7,7,15,0,4,2203,2442,
"Segment 31",75,295,25,36,58,22,11,18,9,3,3528,4078,
"Segment 32",19,114,13,12,24,8,9,12,6,3,1900,2117,
"Segment 33",42,172,10,20,34,11,3,14,8,9,2281,2596,
"Segment 34",107,391,20,33,97,23,15,26,8,3,4170,4896,
"Segment 35",181,558,39,44,93,34,17,33,16,9,7010,8036,
"Segment 36",92,301,12,48,67,32,14,24,4,6,4953,5549,
"Segment 37",80,400,21,58,59,19,14,20,8,8,5226,5918,
"Segment 38",181,594,30,55,119,44,24,39,24,12,10058,11174,
"Segment 39",93,124,13,8,18,4,0,10,0,3,834,1100,
"Segment 40",93,156,10,16,29,6,3,13,3,3,1806,2151,
"Segment 41",54,61,3,3,8,7,0,11,4,0,571,718,
"Segment 42",75,72,12,9,10,5,5,5,5,0,503,709,
"Segment 43",143,157,9,8,28,6,4,21,3,4,1512,1901,
"Segment 44",627,494,29,41,101,29,14,54,26,14,4424,5852,
"Segment 45",236,130,9,9,34,9,5,22,4,6,1322,1788,
"Segment 46",284,162,12,13,45,13,9,34,6,6,1520,2103,
"Segment 47",32,17,3,0,3,0,3,4,0,5,197,264,
"Segment 48",7,31,0,7,7,0,0,0,0,0,163,217,
"Segment 50",6,16,0,0,6,0,0,0,4,0,176,214,
"Total",6377,17564,927,1363,3288,1137,525,1021,511,204,167794,200711,


" 70-79 years,  Advanced Diploma and Diploma Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",307,346,44,41,186,91,13,22,33,8,5023,6107,
"Segment 02",263,459,73,77,273,90,21,54,19,6,7654,8993,
"Segment 03",335,390,43,42,212,105,19,34,12,0,5443,6650,
"Segment 04",93,162,43,52,102,47,19,33,11,0,3718,4279,
"Segment 05",150,267,63,73,156,58,26,44,8,5,5388,6234,
"Segment 06",31,49,17,20,41,21,6,10,0,0,1403,1596,
"Segment 07",23,36,8,17,28,10,8,7,3,0,984,1119,
"Segment 08",177,342,54,66,198,94,29,35,21,5,4819,5837,
"Segment 09",82,152,34,40,97,24,4,28,3,0,3301,3769,
"Segment 10",60,104,27,29,52,22,17,17,6,0,2301,2636,
"Segment 11",101,212,42,51,110,35,27,29,9,3,4322,4945,
"Segment 12",62,107,38,52,70,18,19,13,4,0,2876,3267,
"Segment 13",51,103,21,36,63,24,13,26,7,0,3496,3844,
"Segment 14",44,121,27,36,60,25,19,29,0,0,2335,2691,
"Segment 15",10,27,11,12,18,10,5,6,0,0,624,714,
"Segment 16",82,95,16,22,72,32,7,15,3,0,1693,2030,
"Segment 17",34,72,19,20,53,13,14,24,5,0,1592,1854,
"Segment 18",52,86,10,12,32,22,10,10,5,0,1313,1549,
"Segment 19",56,98,43,44,58,29,24,36,3,3,2675,3073,
"Segment 20",130,250,66,74,123,52,26,41,3,8,6009,6793,
"Segment 21",82,135,23,23,51,26,3,14,13,0,2167,2533,
"Segment 22",24,37,15,20,22,13,6,9,0,0,1220,1358,
"Segment 23",57,112,31,25,49,22,15,19,0,9,2052,2382,
"Segment 24",75,138,49,45,63,45,20,37,4,0,4287,4766,
"Segment 25",68,159,38,59,96,31,24,24,3,3,3458,3959,
"Segment 26",20,47,12,16,33,10,6,14,3,0,1295,1460,
"Segment 27",33,70,26,28,51,16,10,27,11,0,2157,2418,
"Segment 28",20,39,3,20,16,5,7,3,0,0,947,1065,
"Segment 29",26,62,23,38,39,13,15,21,4,0,2167,2409,
"Segment 30",30,66,14,37,44,21,14,24,8,5,2624,2880,
"Segment 31",70,112,32,58,81,44,23,30,3,8,3407,3874,
"Segment 32",23,44,18,24,27,12,4,22,0,3,1727,1894,
"Segment 33",55,88,30,41,54,20,9,17,5,0,2529,2849,
"Segment 34",96,155,53,50,94,38,35,35,5,5,4349,4908,
"Segment 35",178,232,48,73,118,65,24,35,5,7,7151,7942,
"Segment 36",103,189,31,78,99,40,32,33,4,8,5599,6221,
"Segment 37",102,191,41,108,101,44,42,57,3,3,5610,6304,
"Segment 38",199,271,56,80,159,79,39,53,12,8,10757,11710,
"Segment 39",93,43,7,12,20,5,0,7,4,0,843,1046,
"Segment 40",99,68,22,30,44,17,11,21,3,0,1854,2153,
"Segment 41",71,28,6,8,18,13,3,0,0,0,679,828,
"Segment 42",81,30,9,9,23,13,5,14,0,0,571,757,
"Segment 43",121,60,17,31,33,12,10,18,3,0,1566,1872,
"Segment 44",544,197,57,50,122,41,41,86,12,20,4291,5460,
"Segment 45",267,56,15,19,46,18,5,32,5,4,1369,1831,
"Segment 46",361,89,14,39,60,24,14,41,10,7,1872,2529,
"Segment 47",59,8,3,5,8,0,3,3,0,0,210,308,
"Segment 48",9,21,4,11,13,6,0,3,0,0,184,244,
"Segment 50",13,13,5,0,0,3,5,0,0,0,179,212,
"Total",5094,6216,1397,1847,3586,1500,753,1225,279,159,144085,166152,


" 70-79 years,  Certificate III & IV Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",235,74,131,45,76,82,16,40,15,0,3011,3729,
"Segment 02",259,97,337,71,120,106,59,107,25,9,6807,8000,
"Segment 03",268,105,178,37,94,84,23,58,10,13,4083,4949,
"Segment 04",140,70,223,67,75,69,100,70,10,10,5767,6605,
"Segment 05",194,93,317,75,90,80,85,109,17,8,7425,8488,
"Segment 06",55,19,103,36,46,21,41,42,5,0,2999,3366,
"Segment 07",25,9,70,15,26,12,24,35,6,0,1662,1880,
"Segment 08",125,73,179,61,82,80,41,66,19,9,3657,4381,
"Segment 09",56,34,100,36,42,36,26,33,4,3,2505,2870,
"Segment 10",64,29,105,33,42,34,36,47,6,3,3002,3399,
"Segment 11",104,71,259,60,76,53,61,77,12,3,5970,6751,
"Segment 12",102,39,207,70,54,53,75,73,9,12,6057,6756,
"Segment 13",74,26,115,53,50,46,63,73,10,5,6060,6564,
"Segment 14",68,43,126,62,51,44,60,65,3,6,4289,4823,
"Segment 15",11,5,27,20,12,6,7,4,3,0,789,895,
"Segment 16",60,29,51,19,23,26,11,24,4,0,1134,1385,
"Segment 17",35,18,113,29,35,19,36,53,5,0,2474,2817,
"Segment 18",20,20,40,23,33,11,13,20,3,0,1139,1323,
"Segment 19",71,33,171,59,46,45,83,71,10,7,5569,6168,
"Segment 20",152,89,313,98,110,71,108,113,24,19,9222,10307,
"Segment 21",79,29,54,16,32,27,20,36,4,0,2198,2496,
"Segment 22",16,4,39,14,13,12,15,12,4,0,935,1069,
"Segment 23",96,30,197,33,45,33,25,69,9,5,3729,4274,
"Segment 24",109,66,215,68,67,58,70,63,16,0,7567,8301,
"Segment 25",73,51,193,82,58,51,64,60,10,8,4936,5583,
"Segment 26",15,13,79,31,19,9,25,22,4,0,2064,2284,
"Segment 27",49,26,145,29,51,15,49,58,4,5,4313,4753,
"Segment 28",25,15,64,26,11,15,25,28,3,0,2118,2340,
"Segment 29",47,30,107,71,50,32,71,59,6,6,5105,5585,
"Segment 30",57,23,159,72,50,37,73,80,5,7,6320,6893,
"Segment 31",88,54,185,84,51,51,79,95,16,17,5756,6476,
"Segment 32",22,13,69,40,28,11,28,37,4,4,3182,3443,
"Segment 33",92,44,155,44,54,38,88,69,11,0,5660,6248,
"Segment 34",160,62,272,68,98,76,89,109,17,9,8141,9083,
"Segment 35",245,89,262,89,88,79,112,121,18,10,11376,12484,
"Segment 36",170,65,294,130,90,66,118,124,12,21,11854,12942,
"Segment 37",168,67,339,147,87,71,135,174,19,21,11691,12909,
"Segment 38",280,95,286,133,135,107,138,157,7,31,18138,19505,
"Segment 39",121,13,74,12,15,18,28,37,5,4,1727,2056,
"Segment 40",140,22,129,34,31,32,40,41,11,6,3578,4064,
"Segment 41",131,25,78,25,17,14,28,19,3,12,1948,2302,
"Segment 42",94,13,29,13,10,6,8,19,0,4,803,1008,
"Segment 43",183,31,108,33,32,28,43,62,10,9,3017,3548,
"Segment 44",755,53,296,93,75,60,114,150,13,32,8360,9995,
"Segment 45",280,20,97,22,32,15,36,43,11,14,2325,2894,
"Segment 46",439,25,149,47,43,30,59,88,3,12,3639,4542,
"Segment 47",68,3,15,9,6,3,14,15,0,3,475,610,
"Segment 48",17,7,37,10,6,4,17,4,0,3,458,561,
"Segment 50",12,4,7,0,8,4,0,7,0,0,323,373,
"Total",6143,1961,7295,2428,2471,1984,2575,3040,412,371,225383,254057,


" 70-79 years,  Secondary Education - Years 10 and above"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",651,210,73,55,420,217,51,95,52,16,10608,12445,
"Segment 02",502,217,127,104,680,283,133,164,46,32,17807,20090,
"Segment 03",748,230,77,62,508,222,69,123,43,33,11787,13891,
"Segment 04",225,95,99,72,342,131,105,141,18,14,12443,13685,
"Segment 05",337,121,106,96,459,212,131,173,18,20,16179,17850,
"Segment 06",60,28,36,49,124,55,71,94,10,4,6819,7348,
"Segment 07",36,19,22,26,87,36,48,65,6,4,4952,5299,
"Segment 08",340,223,86,91,477,243,100,146,32,16,12194,13954,
"Segment 09",140,68,53,46,234,89,65,85,9,13,9016,9814,
"Segment 10",130,66,48,53,219,92,63,77,11,11,8010,8784,
"Segment 11",196,126,86,88,389,171,128,199,19,25,15761,17188,
"Segment 12",151,67,75,78,273,121,135,156,18,21,12382,13462,
"Segment 13",169,59,50,45,198,112,110,138,15,19,15120,16044,
"Segment 14",135,63,73,83,213,124,134,157,11,8,10676,11671,
"Segment 15",23,18,14,12,48,24,31,28,6,0,2467,2666,
"Segment 16",146,98,21,31,147,80,41,52,10,3,4536,5160,
"Segment 17",85,41,50,56,145,88,68,118,4,9,7105,7763,
"Segment 18",92,63,23,19,94,72,25,42,8,6,3489,3938,
"Segment 19",102,61,70,88,229,111,114,185,14,9,12708,13703,
"Segment 20",286,126,140,110,525,213,178,253,17,23,22112,23984,
