Australian Bureau of Statistics

"2021 Census - employment, income and education"
"AGE10P Age in Ten Year Groups and INCP Total Personal Income (weekly) by SA1 (UR) by LTHP Type of Long-term Health Condition"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" 0-9 years,  Negative income"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",90,19,46,52,22,82,10,22,14,23,64,57,286,
"Segment 02",133,18,51,51,33,101,26,26,29,25,59,66,333,
"Segment 03",102,21,36,28,17,67,14,20,14,17,40,45,239,
"Segment 04",22,7,7,9,4,18,5,6,0,0,9,17,58,
"Segment 05",45,7,12,14,8,40,11,7,6,3,23,21,118,
"Segment 06",8,4,4,0,0,5,0,4,0,0,0,5,13,
"Segment 07",0,0,0,0,0,4,0,0,0,0,0,0,5,
"Segment 08",113,19,40,35,17,64,20,20,18,14,52,33,235,
"Segment 09",53,8,20,12,6,39,10,11,7,13,25,28,126,
"Segment 10",25,6,11,12,7,18,4,3,4,8,9,14,61,
"Segment 11",43,13,19,13,20,40,8,22,3,13,17,29,125,
"Segment 12",17,3,7,9,6,16,3,6,5,4,9,0,38,
"Segment 13",18,0,5,4,4,13,4,4,0,3,8,10,48,
"Segment 14",26,3,3,5,4,14,5,3,7,0,10,6,51,
"Segment 15",4,0,3,0,0,0,0,0,0,0,0,3,12,
"Segment 16",16,8,10,6,0,16,0,5,4,3,9,15,59,
"Segment 17",7,0,0,0,5,8,0,0,0,0,0,8,21,
"Segment 18",18,0,6,4,7,20,9,0,0,0,6,3,44,
"Segment 19",27,9,7,15,10,17,0,7,7,4,12,9,59,
"Segment 20",83,18,41,34,31,68,18,19,18,18,39,41,217,
"Segment 21",34,7,16,12,9,31,0,8,5,13,16,16,90,
"Segment 22",12,6,3,0,4,10,0,3,3,3,4,8,38,
"Segment 23",58,8,13,18,14,36,4,4,11,9,20,17,112,
"Segment 24",41,7,14,21,11,38,3,14,7,8,17,21,109,
"Segment 25",67,9,16,24,14,43,11,17,15,21,28,20,147,
"Segment 26",8,0,0,0,4,7,0,6,0,0,8,8,24,
"Segment 27",20,4,4,12,9,8,0,0,0,6,3,18,50,
"Segment 28",4,5,0,0,0,9,0,0,0,0,3,0,12,
"Segment 29",30,3,3,8,3,18,8,11,8,3,9,12,65,
"Segment 30",21,4,10,10,5,20,4,8,8,0,7,9,52,
"Segment 31",48,8,15,23,10,36,14,16,16,19,18,18,110,
"Segment 32",15,3,3,5,5,17,0,4,3,5,11,4,31,
"Segment 33",19,7,8,4,3,20,4,4,0,0,4,11,39,
"Segment 34",19,8,15,7,3,29,3,6,8,9,7,13,65,
"Segment 35",79,10,15,29,16,32,11,13,19,25,29,27,175,
"Segment 36",54,7,9,20,10,40,12,12,10,6,15,31,130,
"Segment 37",81,16,25,17,20,70,16,20,10,19,26,20,165,
"Segment 38",227,39,78,77,67,174,37,56,41,42,99,93,544,
"Segment 39",8,3,3,0,0,7,0,0,0,0,0,3,22,
"Segment 40",11,9,4,6,4,9,0,6,5,4,6,0,25,
"Segment 41",0,3,4,0,0,6,0,0,0,0,0,9,20,
"Segment 42",0,0,0,0,0,0,0,0,0,0,3,4,8,
"Segment 43",12,0,3,7,4,5,3,0,3,0,9,6,30,
"Segment 44",27,3,5,17,8,22,0,8,9,9,19,23,86,
"Segment 45",8,4,5,0,0,11,4,5,0,0,0,4,34,
"Segment 46",20,5,5,10,3,14,5,5,5,5,3,12,58,
"Segment 47",3,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,5,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",1786,319,616,620,450,1358,287,403,319,357,761,824,4421,


" 90-99 years,  $1,250-$1,499 ($65,000-$77,999)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",62,9,21,49,15,54,9,16,5,17,28,40,186,
"Segment 02",77,14,20,19,14,63,8,22,11,13,35,33,184,
"Segment 03",78,9,30,23,19,53,13,12,11,9,27,34,170,
"Segment 04",10,0,4,8,0,10,0,3,0,3,6,9,37,
"Segment 05",25,3,10,10,8,17,5,3,0,5,6,13,59,
"Segment 06",5,0,0,0,0,5,0,0,0,0,0,0,10,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 08",44,11,18,21,9,34,4,9,17,7,29,26,129,
"Segment 09",38,3,10,13,8,22,4,6,9,7,9,7,73,
"Segment 10",20,0,4,3,4,10,0,4,0,3,10,11,47,
"Segment 11",29,4,16,11,9,28,4,7,3,3,3,16,77,
"Segment 12",11,0,3,3,0,3,0,0,0,0,3,0,18,
"Segment 13",6,0,0,0,0,6,0,4,0,0,0,5,25,
"Segment 14",16,4,4,0,3,7,3,4,0,8,7,6,37,
"Segment 15",0,0,0,0,3,0,0,0,0,0,0,0,7,
"Segment 16",12,3,7,3,5,7,0,0,0,0,8,6,30,
"Segment 17",7,4,5,0,0,3,0,0,0,0,0,0,15,
"Segment 18",11,0,3,4,0,5,3,0,0,0,5,3,31,
"Segment 19",13,5,3,3,0,10,6,3,0,0,0,9,27,
"Segment 20",42,8,14,12,7,44,3,9,15,15,22,21,107,
"Segment 21",21,0,8,3,5,16,0,8,4,0,7,5,47,
"Segment 22",5,0,0,0,0,0,0,0,0,0,0,8,14,
"Segment 23",18,3,12,15,14,17,0,3,8,4,13,7,56,
"Segment 24",21,6,8,6,0,18,5,3,7,3,13,3,53,
"Segment 25",43,5,9,11,7,24,3,7,0,3,14,10,71,
"Segment 26",7,0,0,0,0,8,0,0,0,0,0,3,13,
"Segment 27",9,0,3,5,0,4,0,3,0,0,5,3,14,
"Segment 28",4,0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 29",11,3,4,5,0,7,0,3,0,0,3,0,25,
"Segment 30",15,3,0,4,8,9,5,7,3,4,5,5,32,
"Segment 31",23,0,5,15,6,22,3,5,10,3,18,8,62,
"Segment 32",6,0,3,5,3,4,0,5,0,0,3,0,9,
"Segment 33",3,0,0,3,5,4,0,0,0,0,4,0,12,
"Segment 34",5,0,4,3,0,12,0,4,3,0,4,6,25,
"Segment 35",42,5,13,5,10,25,0,9,7,7,13,12,81,
"Segment 36",26,9,9,6,13,18,8,4,5,4,5,0,52,
"Segment 37",34,9,5,0,10,28,12,3,3,4,10,12,72,
"Segment 38",147,22,44,22,37,102,19,33,19,29,58,62,330,
"Segment 39",8,0,0,0,0,3,0,3,3,0,0,0,12,
"Segment 40",6,0,3,0,0,3,0,0,0,0,0,4,12,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,6,
"Segment 42",7,0,0,0,0,4,0,3,0,0,0,0,7,
"Segment 43",4,0,3,0,0,4,0,0,0,0,3,0,9,
"Segment 44",19,6,9,3,4,12,4,5,0,0,7,5,35,
"Segment 45",6,0,0,0,0,0,0,0,0,0,0,0,6,
"Segment 46",17,7,0,3,4,16,0,0,3,0,4,8,39,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,5,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",990,172,327,298,237,755,142,217,153,188,400,427,2373,


" 90-99 years,  $1,500-$1,749 ($78,000-$90,999)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",52,13,25,14,17,43,4,9,6,11,27,41,161,
"Segment 02",56,14,27,23,15,49,6,14,8,12,16,35,156,
"Segment 03",63,12,19,18,6,43,4,15,7,10,31,27,150,
"Segment 04",9,0,0,0,0,0,0,0,0,3,0,0,18,
"Segment 05",18,9,4,0,7,13,3,8,5,0,10,13,45,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 08",46,0,17,16,7,32,0,11,5,14,17,29,116,
"Segment 09",15,0,7,10,0,7,8,5,0,4,12,7,42,
"Segment 10",12,0,7,6,3,12,0,0,3,3,4,5,30,
"Segment 11",32,7,14,5,5,21,9,8,8,11,6,24,83,
"Segment 12",3,0,0,4,4,5,0,0,0,0,0,4,16,
"Segment 13",11,0,3,4,4,9,5,0,0,4,9,0,33,
"Segment 14",10,0,0,0,3,6,3,3,0,3,5,4,16,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",14,0,5,3,0,7,0,0,3,0,6,0,25,
"Segment 17",8,0,4,0,0,9,0,0,0,0,0,8,21,
"Segment 18",9,5,10,3,0,10,0,0,3,0,11,8,32,
"Segment 19",12,8,4,0,7,15,3,4,4,0,12,6,32,
"Segment 20",41,6,22,10,14,38,9,7,3,7,17,15,101,
"Segment 21",18,4,8,6,3,15,4,8,3,6,4,13,52,
"Segment 22",12,3,0,3,0,5,0,0,0,0,4,0,16,
"Segment 23",19,3,10,6,9,21,4,3,8,6,10,15,52,
"Segment 24",20,3,10,0,4,11,0,4,0,0,7,8,46,
"Segment 25",22,10,8,8,7,16,5,4,7,0,14,11,61,
"Segment 26",8,0,0,0,5,3,0,0,0,0,4,4,15,
"Segment 27",14,0,4,0,0,6,0,0,0,0,4,7,29,
"Segment 28",0,0,0,0,0,5,0,0,0,0,3,3,12,
"Segment 29",8,0,5,0,4,3,3,6,0,0,0,6,22,
"Segment 30",19,4,9,4,6,10,6,9,3,3,9,6,37,
"Segment 31",23,6,4,11,5,21,3,3,7,4,12,14,63,
"Segment 32",5,0,6,0,4,4,0,0,0,0,5,3,19,
"Segment 33",0,4,0,0,4,4,0,0,0,0,5,3,12,
"Segment 34",12,3,9,8,4,11,0,9,0,0,7,8,28,
"Segment 35",29,5,9,9,19,21,4,12,7,5,13,11,74,
"Segment 36",34,4,13,5,11,18,0,6,8,7,3,20,82,
"Segment 37",30,10,5,4,11,26,3,10,7,9,5,29,97,
"Segment 38",121,31,39,31,29,87,22,33,16,16,51,56,299,
"Segment 39",3,0,4,0,3,6,0,0,0,0,0,0,10,
"Segment 40",11,0,4,5,0,12,0,7,0,0,5,3,14,
"Segment 41",5,0,0,0,0,4,0,0,0,0,0,4,9,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,4,3,
"Segment 43",7,0,0,0,3,5,3,0,0,0,0,0,16,
"Segment 44",17,0,6,0,3,8,0,5,3,0,9,9,42,
"Segment 45",6,0,0,0,0,6,0,0,3,0,0,4,10,
"Segment 46",15,0,3,0,6,7,0,0,0,0,0,8,26,
"Segment 47",4,0,0,0,0,0,0,0,0,0,0,0,5,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,4,4,
"Total",881,189,303,237,227,643,128,207,125,167,341,490,2259,


" 90-99 years,  $1,750-$1,999 ($91,000-$103,999)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",45,10,17,12,11,38,9,9,0,10,24,22,112,
"Segment 02",33,5,10,11,7,24,4,8,7,6,18,26,93,
"Segment 03",40,8,18,16,9,21,7,10,6,11,17,22,102,
"Segment 04",0,0,0,0,0,6,0,0,0,0,0,5,11,
"Segment 05",9,0,9,3,7,6,4,0,0,3,3,10,30,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 08",41,9,9,18,8,33,0,5,10,3,20,13,101,
"Segment 09",20,4,5,7,7,17,5,3,0,3,6,4,44,
"Segment 10",6,5,3,3,0,6,4,0,0,0,0,0,16,
"Segment 11",16,3,4,8,0,10,0,0,0,3,3,11,33,
"Segment 12",0,0,0,4,0,0,0,0,0,0,0,5,4,
"Segment 13",9,3,0,3,0,4,0,8,0,0,4,0,11,
"Segment 14",4,0,4,5,4,0,0,0,0,0,0,0,5,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,3,3,
"Segment 16",5,5,3,7,3,3,3,4,0,0,7,11,26,
"Segment 17",3,0,0,0,0,0,0,0,0,0,0,3,7,
"Segment 18",0,0,3,0,0,3,0,0,0,0,5,3,10,
"Segment 19",7,3,0,0,3,4,0,3,0,0,4,4,12,
"Segment 20",15,7,4,9,4,12,4,0,0,5,9,11,45,
"Segment 21",5,4,0,4,4,10,0,0,0,0,0,10,24,
"Segment 22",9,3,0,0,0,7,0,7,0,0,0,3,16,
"Segment 23",11,0,0,0,3,7,0,0,3,0,3,4,19,
"Segment 24",5,0,0,0,4,4,0,3,0,0,0,8,21,
"Segment 25",5,3,7,3,3,10,0,4,0,3,3,4,28,
"Segment 26",3,0,0,0,4,0,0,0,0,0,0,0,5,
"Segment 27",4,0,3,0,0,0,0,0,0,0,0,0,6,
"Segment 28",0,3,0,0,0,0,0,0,0,0,0,0,3,
"Segment 29",0,0,0,0,0,3,0,0,0,0,0,0,9,
"Segment 30",5,0,0,0,0,3,0,0,0,0,0,5,5,
"Segment 31",9,4,0,3,0,6,0,0,4,8,0,3,23,
"Segment 32",5,0,0,0,0,0,0,0,0,0,0,0,9,
"Segment 33",4,5,3,0,4,3,0,3,0,0,0,0,7,
"Segment 34",8,0,4,0,4,7,0,4,0,6,8,0,19,
"Segment 35",10,0,5,6,4,12,7,8,4,0,5,9,36,
"Segment 36",7,7,0,5,4,8,0,0,0,0,8,5,28,
"Segment 37",13,3,5,3,0,8,0,4,0,5,4,9,40,
"Segment 38",30,10,19,9,12,25,4,12,9,6,18,17,93,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 40",0,0,0,0,0,0,0,0,0,4,0,0,5,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,10,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",3,0,0,0,0,0,0,0,0,0,0,0,6,
"Segment 44",8,0,9,0,0,4,0,5,0,4,5,3,23,
"Segment 45",5,0,0,0,0,6,0,0,0,0,0,4,11,
"Segment 46",3,5,0,3,0,6,4,3,0,0,5,4,12,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",420,106,153,144,105,318,61,91,66,88,199,257,1137,


" 90-99 years,  $2,000-$2,999 ($104,000-$155,999)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",50,20,24,27,16,69,8,13,5,4,22,43,187,
"Segment 02",59,6,23,23,11,56,5,10,3,7,34,26,157,
"Segment 03",68,20,36,19,20,64,3,17,7,14,37,44,191,
"Segment 04",0,0,0,4,0,0,0,0,0,0,4,6,13,
"Segment 05",11,3,10,4,7,22,5,8,0,3,3,3,36,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 08",45,12,26,22,9,38,4,9,9,9,26,32,137,
"Segment 09",18,4,6,9,6,15,5,4,3,0,13,14,52,
"Segment 10",10,0,3,11,3,12,3,3,3,4,3,7,40,
"Segment 11",16,5,6,3,3,14,3,0,0,6,5,9,46,
"Segment 12",4,0,0,0,0,0,0,0,0,0,0,4,11,
"Segment 13",8,0,0,0,0,4,0,3,0,0,0,0,11,
"Segment 14",10,0,0,0,0,0,0,0,0,0,7,0,12,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 16",8,0,6,0,5,14,3,0,0,0,10,6,30,
"Segment 17",4,0,0,4,5,3,0,0,0,0,0,0,15,
"Segment 18",4,4,0,5,4,9,0,0,0,5,0,6,25,
"Segment 19",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 20",18,5,10,11,4,15,4,0,4,5,3,15,57,
"Segment 21",12,5,13,8,3,16,0,0,0,4,13,3,40,
"Segment 22",4,0,0,0,0,0,0,0,0,0,0,4,6,
"Segment 23",16,0,0,0,3,6,0,3,0,0,10,5,29,
"Segment 24",6,0,5,3,7,6,0,0,0,0,5,5,20,
"Segment 25",19,5,8,5,3,9,5,3,4,0,5,6,37,
"Segment 26",4,0,4,0,0,0,0,0,0,0,4,4,8,
"Segment 27",4,0,0,0,0,4,0,0,0,0,0,0,8,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,0,6,
"Segment 29",4,0,0,0,3,3,3,0,0,0,0,0,7,
"Segment 30",0,0,4,0,4,3,0,0,0,0,0,0,3,
"Segment 31",7,4,0,4,0,10,5,3,0,0,5,4,21,
"Segment 32",6,0,0,0,0,0,0,0,0,0,0,3,7,
"Segment 33",5,0,5,0,0,0,0,0,0,0,0,0,5,
"Segment 34",9,0,0,3,0,6,0,0,3,0,0,3,16,
"Segment 35",8,3,3,9,3,14,0,3,0,3,0,13,41,
"Segment 36",7,0,4,0,0,4,4,0,0,0,5,5,24,
"Segment 37",12,0,6,0,0,7,3,0,0,0,0,8,31,
"Segment 38",67,14,23,25,9,48,10,17,14,9,24,31,161,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",6,0,3,0,0,4,0,0,0,0,0,0,16,
"Segment 41",5,0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",7,0,0,0,0,0,0,0,0,0,0,0,5,
"Segment 44",10,4,0,0,5,10,0,0,0,0,6,5,20,
"Segment 45",0,0,0,4,0,3,0,0,0,0,0,0,5,
"Segment 46",9,3,7,3,0,7,4,3,0,0,3,8,26,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",558,119,237,193,141,479,89,115,63,83,249,339,1573,


" 90-99 years,  $3,000-$3,499 ($156,000-$181,999)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",21,3,3,10,7,13,3,10,0,0,11,15,61,
"Segment 02",17,3,8,7,7,24,4,5,0,13,4,11,54,
"Segment 03",22,5,6,6,8,25,4,0,0,6,16,20,76,
"Segment 04",0,0,0,0,0,3,0,3,0,0,0,0,4,
"Segment 05",3,0,3,0,0,9,3,3,0,0,0,0,9,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 08",16,0,13,7,5,24,3,10,5,3,9,7,56,
"Segment 09",5,0,3,0,0,3,4,0,0,0,0,4,10,
"Segment 10",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 11",9,0,0,4,0,3,0,0,4,0,7,0,12,
"Segment 12",0,0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 13",5,0,3,0,0,0,0,0,0,0,0,0,7,
"Segment 14",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",8,5,3,0,0,3,0,3,0,4,4,4,19,
"Segment 17",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 18",9,0,0,0,0,5,0,0,0,0,4,3,17,
"Segment 19",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 20",12,0,0,0,3,7,0,3,4,3,5,11,25,
"Segment 21",12,3,3,5,0,4,0,0,0,0,4,0,21,
"Segment 22",3,0,0,0,0,3,0,0,0,0,0,0,10,
"Segment 23",4,0,0,0,0,0,0,0,0,0,0,3,14,
"Segment 24",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 25",4,0,3,0,0,6,3,0,0,4,3,0,15,
"Segment 26",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,0,0,0,0,8,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 29",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,0,0,0,0,4,
"Segment 31",5,0,0,3,3,0,0,0,0,0,5,3,15,
"Segment 32",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 33",3,0,0,0,0,0,0,0,0,0,6,0,4,
"Segment 34",0,0,0,0,0,4,0,0,0,0,0,0,7,
"Segment 35",5,0,0,0,0,0,0,0,0,0,4,0,5,
"Segment 36",6,3,0,0,0,4,0,0,0,0,0,4,11,
"Segment 37",7,0,0,4,0,0,0,3,0,0,3,4,13,
"Segment 38",35,4,13,9,11,20,8,3,3,9,6,11,79,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",0,3,0,0,0,0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 44",3,0,0,3,3,0,0,0,0,0,0,4,12,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,3,9,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",217,48,83,74,58,174,42,49,29,54,110,133,603,


" 90-99 years,  $3,500 or more ($182,000 or more)"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",84,14,35,35,24,75,8,16,16,23,32,54,238,
"Segment 02",43,11,17,18,13,35,9,9,6,9,17,38,131,
"Segment 03",74,10,32,26,12,79,13,12,9,14,38,51,223,
"Segment 04",7,0,0,0,7,8,0,0,0,0,0,4,19,
"Segment 05",14,9,5,3,4,9,0,4,3,0,11,7,34,
"Segment 06",0,0,0,0,0,0,0,0,0,0,3,0,3,
"Segment 07",4,0,0,0,0,0,0,0,0,0,0,0,8,
"Segment 08",39,8,17,20,8,37,3,9,9,10,24,34,126,
"Segment 09",19,6,3,0,4,20,0,0,5,4,5,10,47,
"Segment 10",10,0,3,0,7,8,0,0,5,3,0,7,27,
"Segment 11",12,0,4,4,9,15,4,3,4,3,6,13,37,
"Segment 12",4,3,0,0,0,4,0,4,0,0,0,0,9,
"Segment 13",5,4,0,0,3,3,0,0,4,0,0,0,17,
"Segment 14",6,0,0,5,0,3,0,0,0,0,0,5,14,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",8,0,3,5,4,7,4,0,0,0,6,5,31,
"Segment 17",0,0,0,0,3,5,0,0,0,0,0,3,16,
"Segment 18",7,5,10,0,0,8,0,0,0,3,6,3,23,
"Segment 19",4,5,7,0,0,4,0,0,0,0,0,11,13,
"Segment 20",23,0,6,6,3,17,0,0,4,0,3,14,49,
"Segment 21",14,4,3,4,8,13,0,0,0,0,3,11,41,
"Segment 22",6,0,0,0,0,6,0,0,0,0,0,0,8,
"Segment 23",12,3,0,0,3,5,6,3,0,3,6,0,27,
"Segment 24",13,3,5,4,5,9,0,3,0,9,7,4,32,
"Segment 25",6,0,0,0,0,10,0,4,0,4,8,10,26,
"Segment 26",0,0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 27",0,0,0,6,0,3,0,0,0,0,3,0,9,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,4,8,
"Segment 29",4,0,0,0,0,0,0,0,0,0,4,0,8,
"Segment 30",0,0,0,0,0,0,0,0,0,0,0,3,12,
"Segment 31",17,0,8,11,4,4,6,5,0,4,11,0,32,
"Segment 32",5,0,0,4,3,0,0,0,0,0,0,0,11,
"Segment 33",3,0,0,0,0,4,0,0,0,0,0,0,9,
"Segment 34",5,0,0,0,4,0,0,0,0,0,4,0,14,
"Segment 35",28,5,0,12,3,20,3,7,5,6,11,9,53,
"Segment 36",16,3,11,4,5,12,0,0,4,3,7,7,37,
"Segment 37",20,5,0,6,8,15,3,4,6,10,6,19,57,
"Segment 38",71,16,27,14,16,58,10,18,12,9,22,29,172,
"Segment 39",3,0,0,0,0,0,0,3,0,0,0,3,5,
"Segment 40",9,0,0,0,3,5,0,0,0,3,0,0,10,
"Segment 41",3,0,0,0,0,0,0,0,0,0,0,0,10,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,4,3,
"Segment 43",0,0,0,3,0,9,0,4,0,0,0,0,6,
"Segment 44",12,0,3,3,6,10,0,3,0,0,3,10,38,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,5,8,
"Segment 46",11,0,4,0,6,7,0,0,0,0,3,4,18,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",617,122,235,204,161,524,99,130,97,129,258,407,1719,


" 100 years and over,  Negative income"
"LTHP Type of Long-term Health Condition","Arthritis","Asthma","Cancer (including remission)","Dementia (including Alzheimer's)","Diabetes (excluding gestational diabetes)","Heart disease (including heart attack or angina)","Kidney disease","Lung condition (including COPD or emphysema)","Mental health condition (including depression or anxiety)","Stroke","Any other long-term health condition(s)","No long-term health condition(s)","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,3,0,0,0,0,0,0,0,0,4,
"Segment 03",6,0,0,4,0,6,0,0,0,0,0,0,6,
"Segment 04",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,0,
